ZIP Code,Cov A Amount Weighted Avg,Cov C Amount Weighted Avg,Avg Fire Risk Score,Number of Negligible Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of High Fire Risk Exposure,Number of Very High Fire Risk Exposure,Earned Premium 2020,Earned Exposure 2020,Non-CAT Cov A Fire - Incurred Losses,Non-CAT Cov A Fire - Number of Claims,Non-CAT Cov A Smoke - Incurred Losses,Non-CAT Cov A Smoke - Number of Claims,Non-CAT Cov C Fire - Incurred Losses,Non-CAT Cov C Fire - Number of Claims,Non-CAT Cov C Smoke - Incurred Losses,Non-CAT Cov C Smoke - Number of Claims,CAT Cov A Fire - Incurred Losses,CAT Cov A Fire - Number of Claims,CAT Cov A Smoke - Incurred Losses,CAT Cov A Smoke - Number of Claims,CAT Cov C Fire - Incurred Losses,CAT Cov C Fire - Number of Claims,CAT Cov C Smoke - Incurred Losses,CAT Cov C Smoke - Number of Claims,Earned Premium 2021,Earned Exposure 2021
92691,460420.37,317400.99,0.37,3804,2041,57,4,0,7795153,5907,44964,2,0,0,37439,2,0,0,9003,1,0,0,11172,1,0,0,8486625,5841
92692,527542.81,352459.84,0.49,3542,2234,292,57,2,9197510,6128,273892,4,337,1,221291,4,0,0,3482,1,0,0,0,0,0,0,10146600,6072
92693,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92694,709185.96,439455.08,1.0,1523,1633,496,435,51,6644647,4137,0,0,18105,1,0,0,0,0,0,0,0,0,0,0,0,0,7700079,4186
92697,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92701,322541.91,228292.68,0.27,1147,426,1,0,0,1172068,1574,0,0,0,0,0,0,0,0,0,0,0,0,6487,1,0,0,1255359,1546
92703,286799.59,197969.13,0.23,2279,678,1,1,0,1857435,2958,225205,1,110476,13,101078,1,14497,4,3499,1,0,0,0,0,0,0,1993322,2938
92704,330687.07,226806.75,0.23,3629,1099,0,0,0,3613164,4728,1353891,11,144998,17,577505,7,18871,4,0,0,9655,1,0,0,2943,1,3866750,4683
92705,711376.21,491206.69,0.51,2781,2210,133,48,0,7833067,5172,293004,2,34206,3,277348,3,2327,1,735614,1,46411,1,150000,1,52266,1,8667468,5167
92706,407530.11,287727.78,0.32,2006,950,1,0,0,2532020,2957,153335,6,17901,2,102649,3,1358,1,11694,1,3457,1,381,1,0,0,2752782,2947
92707,302140.19,212289.28,0.24,2767,858,0,0,0,2699792,3625,51227,4,64237,4,6774,2,5500,1,0,0,0,0,0,0,0,0,2912319,3595
92708,448438.9,314771.18,0.37,4048,2416,3,0,0,6870945,6466,148365,5,357468,29,36751,5,67793,7,17174,1,24508,1,10169,1,4552,1,7383640,6341
92714,476666.67,357500.0,0.0,6,0,0,0,0,4668,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4846,5
92720,537000.0,402750.0,0.0,1,0,0,0,0,1021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92731,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92780,415690.5,291117.54,0.37,2126,1191,13,0,0,3155941,3330,524693,3,17186,1,113770,2,4683,1,0,0,0,0,0,0,0,0,3440837,3294
92782,687894.23,469804.23,0.5,1214,866,85,16,0,3069074,2180,8233,2,50663,4,10462,2,0,0,0,0,0,0,0,0,0,0,3431951,2185
92801,332997.21,234112.99,0.27,2021,760,0,0,0,2104194,2781,344417,2,37311,5,37465,2,0,0,0,0,0,0,0,0,0,0,2283433,2762
92802,364969.36,252988.91,0.32,1310,622,0,0,0,1496371,1932,439324,2,91135,10,75000,1,45649,4,0,0,0,0,0,0,0,0,1604550,1905
92803,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92804,353684.56,243784.52,0.28,3835,1464,1,0,0,4061133,5300,85318,5,109063,13,1000,1,11343,1,5830,1,29749,1,0,0,4551,1,4374316,5216
92805,330629.66,231529.99,0.27,2892,1042,1,0,0,3003049,3935,66578,3,36321,4,0,0,4479,2,0,0,0,0,0,0,0,0,3280270,3944
92806,388126.09,272581.29,0.32,1799,840,4,1,0,2371665,2644,60945,2,45190,6,49554,2,2850,1,0,0,0,0,0,0,0,0,2564300,2647
92807,567236.19,395754.15,0.57,2827,1772,319,135,13,7120508,5066,2430,1,5460,1,3150,1,0,0,0,0,0,0,0,0,0,0,7995890,5080
92808,613831.28,414382.49,0.52,1540,896,158,44,5,4334180,2642,27358,1,45555,2,0,0,10541,1,0,0,0,0,0,0,0,0,4826522,2637
92809,418000.0,313500.0,0.0,1,0,0,0,0,1823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130,1
92811,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92814,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92816,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92821,484009.7,334629.35,0.95,1567,2085,426,408,36,5056255,4522,715585,2,0,0,292648,2,0,0,0,0,0,0,0,0,0,0,5650839,4523
92823,579441.54,384852.79,0.73,413,348,73,27,15,1127117,877,19709,1,0,0,5473,1,0,0,0,0,0,0,0,0,0,0,1278236,877
92831,486352.3,338911.44,0.4,1519,970,15,0,0,2626412,2505,103772,1,7973,1,58973,1,0,0,0,0,2500,1,0,0,0,0,2876218,2503
92832,353998.68,251938.44,0.34,1131,582,0,0,0,1328671,1713,258349,3,19293,4,177391,2,600,1,0,0,0,0,0,0,0,0,1470092,1720
92833,414391.13,290505.71,0.39,3356,1769,110,22,0,4769592,5257,404530,2,12562,4,104135,1,6000,2,5474,1,6899,1,0,0,3575,1,5209866,5196
92834,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92835,594369.87,418558.51,0.44,1786,1289,41,2,0,4209468,3118,167563,3,10612,2,45248,3,0,0,0,0,22183,1,0,0,4301,1,4605095,3077
92836,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92838,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92840,342101.09,234784.13,0.32,2701,1246,0,1,0,2833185,3947,487629,7,340896,34,281903,5,23960,5,20900,4,0,0,0,0,0,0,3082334,3965
92841,366103.5,249433.56,0.3,1759,742,1,0,0,1921741,2502,158121,2,233208,20,135120,2,16185,3,47804,2,0,0,8360,2,0,0,2057903,2463
92842,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92843,320866.22,219790.31,0.26,1996,686,0,0,0,1760492,2682,764736,9,240307,26,141198,5,4930,2,3738,1,0,0,153,1,0,0,1873406,2622
92844,343407.19,233576.67,0.33,798,390,0,0,0,867196,1188,761637,1,96325,8,0,0,0,0,0,0,11815,1,0,0,2837,1,937478,1185
92845,357445.58,256023.44,0.38,1371,846,3,0,0,1747003,2220,42327,2,0,0,55077,1,0,0,0,0,0,0,0,0,0,0,1896628,2193
92846,487557.0,0.0,2.0,0,0,1,0,0,1116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,1
92860,479421.31,317036.71,0.74,1399,1640,418,32,0,4569163,3489,267834,9,38378,3,172463,5,129681,2,87,1,0,0,913,1,0,0,5042751,3495
92861,996210.08,689303.62,0.55,548,559,23,7,0,2350749,1137,0,0,0,0,0,0,0,0,0,0,81746,1,0,0,30853,1,2591450,1140
92862,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92865,397908.68,281015.7,0.36,1398,790,4,0,0,2001372,2192,77348,2,14678,2,41627,2,5196,1,0,0,0,0,0,0,0,0,2192496,2170
92866,403186.23,289684.12,0.44,655,500,3,0,0,1037060,1157,0,0,7231,1,0,0,0,0,0,0,0,0,0,0,0,0,1139966,1153
92867,544738.95,378625.45,0.45,2999,1986,128,21,1,6275811,5135,33150,1,118961,2,4286,1,8495,2,0,0,0,0,0,0,0,0,6990185,5147
92868,331564.36,234868.19,0.35,712,373,3,0,0,875526,1088,0,0,21371,3,0,0,0,0,0,0,2778,1,0,0,0,0,957629,1084
92869,576862.3,402187.28,0.46,2474,1792,72,17,0,6282872,4354,15598,2,99524,7,7399,2,36121,4,13203,1,0,0,5173,1,0,0,6960202,4331
92870,441240.23,308922.82,0.38,3190,1936,14,0,0,5330231,5140,136833,6,60514,8,730,3,0,0,0,0,7908,1,0,0,0,0,5815378,5084
92878,383272.63,280142.34,0.77,41,116,3,0,0,155942,160,0,0,13103,1,0,0,2306,1,0,0,0,0,0,0,0,0,670961,613
92879,396501.4,260403.17,0.4,2537,1326,100,14,2,4464668,3978,57436,4,7523,2,0,0,5212,1,1684,1,0,0,0,0,0,0,4771580,3895
92880,568677.7,361487.78,0.31,6754,2453,77,97,1,11280266,9381,11703,1,90083,6,0,0,19935,1,7334,2,17330,1,292,1,4282,1,11827984,8758
92881,582168.56,375194.18,0.52,2245,1446,200,32,27,5884558,3949,18267,2,17923,1,36968,2,1472,1,0,0,8824,1,0,0,0,0,6475273,3897
92882,452960.92,292739.22,0.62,3911,2244,587,241,55,8969449,7038,455528,11,78013,6,165115,4,32073,2,0,0,3363,1,0,0,0,0,9748042,6949
92883,533006.18,321619.46,0.79,2648,1625,864,134,129,7048377,5399,1201916,6,50147,3,548428,4,2774,1,0,0,26988,2,0,0,5689,1,8116759,5646
92886,639068.31,447102.86,0.69,3343,3156,659,166,19,10549378,7343,81718,5,167169,11,15389,2,9454,2,7211,2,0,0,0,0,0,0,11698065,7303
92887,696263.75,473222.59,0.9,1305,1243,354,263,32,5685844,3198,898093,16,304477,12,324398,9,38601,4,2573810,12,491740,8,1215475,7,258596,6,6137330,3150
92952,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93001,515740.78,355531.43,0.82,1348,1315,371,180,13,3427657,3227,60954,2,0,0,56748,2,0,0,28183,1,0,0,1989,1,0,0,3839936,3263
93003,484011.56,339903.03,0.62,2432,2143,315,104,5,5010251,4999,0,0,32812,2,0,0,31124,2,0,0,0,0,0,0,0,0,5602632,5017
93004,445998.1,306429.8,0.43,2057,1457,11,11,0,3398834,3535,232716,2,0,0,175698,2,0,0,0,0,3942,1,0,0,0,0,3679438,3494
93005,231200.0,175900.0,1.0,0,1,0,0,0,343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93009,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93010,590308.26,410892.77,0.64,2475,2411,315,119,5,6465885,5325,3517138,4,0,0,385987,5,0,0,9128,1,0,0,0,0,0,0,7062940,5311
93012,688954.65,469134.46,0.66,1900,1703,233,125,22,5966801,3983,1378041,2,0,0,646300,2,0,0,0,0,0,0,0,0,0,0,6702437,4050
93013,836069.07,521022.86,0.72,502,559,91,35,2,1902569,1188,19370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176058,1207
93015,382687.25,263225.47,0.49,1205,752,72,33,3,1926601,2064,1493,1,0,0,2229,1,0,0,0,0,0,0,0,0,0,0,2163757,2137
93016,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93020,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93021,609464.55,404539.26,0.85,2000,2383,687,189,53,7178906,5312,205167,5,0,0,198077,2,0,0,0,0,0,0,0,0,0,0,8097734,5311
93022,458665.38,318945.11,1.37,94,604,232,120,4,1138276,1053,0,0,0,0,20000,1,0,0,0,0,0,0,0,0,0,0,1304340,1081
93023,622563.11,434689.7,1.47,293,1474,841,404,21,4477425,3032,121541,2,0,0,77079,2,0,0,0,0,0,0,0,0,0,0,5073054,3084
93024,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93030,424966.32,292484.77,0.27,3400,1257,5,1,0,4556360,4664,481595,7,7667,1,174987,5,0,0,7215,1,8002,2,0,0,1212,1,4846506,4598
93031,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93032,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93033,343786.05,239304.89,0.21,4598,1250,1,0,0,4788992,5849,319760,6,0,0,87702,3,0,0,0,0,27398,5,0,0,0,0,5046174,5787
93035,534424.22,361693.23,0.36,2364,1287,27,0,0,4262582,3678,17912,1,0,0,36766,2,0,0,0,0,6483,2,10101,1,0,0,4699966,3680
93036,445519.42,304447.98,0.34,2188,1118,4,0,0,3140377,3310,345908,6,33499,1,66647,3,4688,1,0,0,0,0,0,0,0,0,3414454,3307
93040,317610.37,224277.19,0.57,131,66,9,12,1,228234,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272558,243
93041,331998.94,231009.17,0.3,983,428,1,0,0,1083360,1412,42046,3,0,0,16751,1,0,0,0,0,0,0,0,0,0,0,1153658,1399
93042,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93043,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93060,405615.4,282880.53,0.67,1403,1250,256,64,14,2614881,2988,43359,3,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,2997033,3166
93062,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93063,462839.71,311167.51,0.58,4100,2408,505,200,39,8892466,7251,118236,8,0,0,10777,4,0,0,0,0,10240,1,0,0,0,0,9914292,7298
93064,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93065,513216.6,347908.48,0.75,4585,3693,1267,342,42,12730885,9929,44592,2,0,0,10699,2,0,0,0,0,0,0,0,0,0,0,14379569,9972
93066,922337.75,633087.15,0.77,161,168,33,16,2,724732,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835894,391
93067,947087.14,604967.29,0.62,84,51,12,6,0,292262,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364522,166
93101,617607.01,425775.71,0.67,581,606,113,14,1,1592021,1315,202928,2,0,0,75751,2,0,0,0,0,0,0,0,0,0,0,1759368,1348
93102,717000.0,358500.0,2.0,0,0,1,0,0,1605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,1
93103,913049.83,603748.09,1.1,488,518,248,160,21,2526757,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3060920,1511
93105,810500.66,555900.15,1.3,592,1326,427,346,107,4377225,2798,4941130,1,0,0,687572,1,0,0,0,0,0,0,0,0,0,0,4857737,2814
93106,162000.0,124000.0,1.0,0,1,0,0,0,544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,1
93107,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93108,2366881.93,1306683.57,1.73,182,606,462,433,40,7767457,1722,422538,2,0,0,144291,1,0,0,0,0,0,0,0,0,0,0,8114211,1759
93109,816650.87,539631.29,0.66,589,650,94,10,4,1949329,1348,56153,2,0,0,22721,1,0,0,0,0,0,0,0,0,0,0,2223275,1363
93110,1264524.08,790101.55,1.01,288,798,190,44,6,2801353,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3340401,1393
93111,756859.49,528248.42,0.87,574,1202,192,59,1,2681374,2028,644750,1,0,0,223248,1,0,0,0,0,0,0,0,0,0,0,3091758,2081
93117,649533.64,445985.76,0.73,852,1380,121,33,8,2975763,2394,82126,3,0,0,4070,1,0,0,0,0,0,0,0,0,0,0,3276973,2420
93121,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93201,235630.57,161066.88,0.13,26,4,0,0,0,24864,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29410,35
93202,237181.41,163953.8,0.24,452,143,0,0,0,391861,595,0,0,0,0,0,0,0,0,0,0,31173,4,0,0,0,0,430565,606
93203,250885.43,163576.72,0.17,1410,281,0,0,1,1242234,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331654,1714
93204,231460.69,161553.65,0.17,649,133,2,0,0,578417,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636676,788
93205,235025.99,153036.04,2.0,0,56,64,45,5,176947,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189684,168
93206,262212.01,183337.29,0.32,72,35,0,0,0,95950,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107703,111
93207,225688.85,141930.29,2.74,1,8,29,77,16,124927,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126059,133
93208,231410.96,165642.01,2.5,2,1,44,27,10,78589,84,1682431,3,23250,1,185627,4,1582,1,511233,2,0,0,230260,2,0,0,76102,68
93210,305374.57,211949.55,0.5,877,826,7,4,2,1405149,1716,0,0,2545,1,2786,1,0,0,0,0,0,0,0,0,0,0,1575928,1720
93212,258631.38,172458.13,0.19,1073,253,0,0,0,959746,1326,879405,3,0,0,187250,3,0,0,0,0,45734,5,0,0,0,0,1043977,1339
93215,271021.93,185131.42,0.41,2148,1471,0,0,0,2717059,3619,306690,4,10825,2,233451,4,4340,1,0,0,5400,1,0,0,0,0,2985301,3654
93218,226450.74,155677.46,0.61,27,37,1,0,0,55536,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61262,66
93219,217065.34,149195.27,0.34,405,199,3,0,0,467344,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509116,605
93220,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93221,364490.72,211794.47,0.58,759,840,52,2,3,1528128,1657,598855,3,0,0,58450,2,0,0,6828,1,19229,3,0,0,0,0,1729288,1676
93222,315985.41,212207.78,2.51,2,113,281,252,132,898005,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029502,809
93223,224595.88,146770.85,0.28,700,277,0,0,0,717238,977,7053,1,40000,1,4881,2,8450,1,0,0,0,0,0,0,0,0,748863,952
93224,236694.45,166975.98,0.72,18,35,2,0,0,40802,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44008,52
93225,297351.01,195611.1,2.08,64,247,542,270,103,1422707,1226,10894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1605927,1280
93226,253998.37,169302.67,1.97,0,10,19,10,0,41087,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47419,39
93227,204441.35,149632.31,0.31,82,38,0,0,0,80580,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85076,116
93230,334686.63,225256.1,0.25,6989,2313,0,0,0,7451802,9301,772064,12,69259,4,221117,8,9218,2,15128,5,66224,8,2393,3,3892,1,8327816,9415
93232,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0
93234,227775.72,159825.33,0.19,274,65,0,0,0,264368,339,87615,1,0,0,12267,1,0,0,0,0,0,0,0,0,0,0,308334,357
93235,222645.14,149775.61,0.32,254,120,0,0,0,263062,374,31138,1,0,0,107,1,0,0,0,0,0,0,0,0,0,0,276194,363
93237,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93238,323063.62,223834.87,2.01,6,117,225,132,0,604448,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696406,501
93239,217856.98,152315.47,0.27,42,16,0,0,0,39291,58,0,0,7375,1,0,0,0,0,0,0,0,0,0,0,0,0,43259,58
93240,289194.2,194863.9,1.29,223,329,240,114,6,966998,912,2104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099140,949
93241,208830.81,139370.42,0.17,726,143,0,1,0,609790,871,56900,1,21928,1,35616,1,17583,1,0,0,0,0,0,0,0,0,650485,888
93242,280851.42,198176.79,0.35,159,86,0,0,0,219208,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244995,251
93243,372855.39,255715.83,2.17,3,34,44,48,7,193543,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214243,145
93244,339036.03,232264.99,1.08,10,18,7,3,0,44447,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53925,43
93245,331050.49,222031.31,0.26,2868,1023,1,0,0,3098928,3892,2347187,8,8339,1,886913,7,4382,1,27048,3,24525,2,5522,3,0,0,3465266,3893
93246,477535.0,238768.0,1.0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,1
93247,264954.76,177960.8,0.4,1007,642,7,2,0,1246972,1658,3049,1,8371,2,52772,2,4340,1,0,0,16732,2,0,0,4888,1,1367463,1648
93249,235294.67,160186.26,0.54,33,39,0,0,0,51694,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56488,72
93250,234439.73,163603.4,0.28,899,355,0,0,0,861775,1254,6138,1,0,0,3555,1,0,0,0,0,0,0,0,0,0,0,930243,1227
93251,278360.0,211270.0,1.0,0,5,0,0,0,3743,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4615,6
93252,259744.73,184209.73,0.77,35,77,6,1,0,94981,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108169,123
