ZIP Code,Cov C Amount Weighted Avg,Avg Fire Risk Score,Number of Negligible Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of High Fire Risk Exposure,Number of Very High Fire Risk Exposure,Non-CAT Cov A Smoke - Incurred Losses,Non-CAT Cov A Smoke - Number of Claims,Non-CAT Cov C Fire - Incurred Losses,Non-CAT Cov C Fire - Number of Claims,Non-CAT Cov C Smoke - Incurred Losses,Non-CAT Cov C Smoke - Number of Claims,CAT Cov A Smoke - Incurred Losses,Total CAT Claims,Earned Premium 2021,Earned Exposure 2021,Avg Premium,Avg CAT Loss,Avg Non-CAT Loss,Avg CAT Claims,Avg Non-CAT Claims,Avg Premium 2021,Claim Frequency,Average Claim Severity
93307,164725.8,0.26,4870,1694,5,1,1,34297,1,179360,6,14278,1,4573,1,5495388,6714,760.3792421244864,0.6959366915233602,34.68802313194339,0.0012174707046111702,0.00015218383807639628,818.496872207328,0.0013696545426875666,25834.222222222223
93308,225312.16,0.42,3596,2420,44,6,0,0,0,15907,1,103746,1,0,0,5980074,6139,884.6547972304649,0.0,19.725189581272666,0.0003297065611605671,0.0,974.112070369767,0.0003297065611605671,59826.5
93309,224677.1,0.36,4066,2244,7,0,0,0,0,510770,8,0,0,5000,1,6247390,6319,902.9659702437481,0.7913896802785692,80.84362139917695,0.0012662234884457107,0.00015827793605571383,988.66751068207,0.0014245014245014246,57307.77777777778
93311,304997.01,0.36,5366,3034,16,0,0,17175,1,260278,3,0,0,0,0,9413602,8697,983.3117870722433,0.0,32.96732414448669,0.0004752851711026616,0.0,1082.396458548925,0.0004752851711026616,69363.25
93312,273879.75,0.39,6390,4018,2,0,0,0,0,44127,2,0,0,0,0,10996891,10384,960.3912584053794,0.0,4.238904899135447,0.00019212295869356388,0.0,1059.022630970724,0.00019212295869356388,22063.5
93313,223648.15,0.27,6052,2110,53,0,0,0,0,140517,5,0,0,0,0,7369394,8245,810.9604382227633,0.0,17.104930006086427,0.0006086427267194157,0.0,893.8015767131595,0.0006086427267194157,28103.4
93314,337763.03,0.45,3337,2627,39,0,0,0,0,228339,1,0,0,0,0,7027943,6193,1021.7318007662835,0.0,38.03748125937032,0.0001665833749791771,0.0,1134.8204424350072,0.0001665833749791771,228339.0
93401,378084.15,0.7,1186,1528,138,71,7,7647,1,25398,2,0,0,0,0,3540749,3141,1021.5513827244794,0.0,11.282007511095937,0.0010242403550699897,0.0,1127.2680674944286,0.0010242403550699897,11015.0
93420,388417.68,0.98,1191,2326,509,273,15,0,0,430559,3,0,0,0,0,5646364,4455,1135.316411682893,0.0,99.80505331478906,0.0006954102920723226,0.0,1267.42177328844,0.0006954102920723226,143519.66666666666
93422,317493.37,1.49,358,2558,1589,618,16,0,0,71059,7,0,0,0,0,6020882,5181,1039.7186223000583,0.0,13.827398326522669,0.0013621327106440942,0.0,1162.1080872418452,0.0013621327106440942,10151.285714285714
93428,364386.49,1.76,47,949,316,562,12,32888,1,0,0,497,1,0,0,2580138,1959,1177.4946977730647,0.0,17.701484623541887,0.0010604453870625664,0.0,1317.0689127105666,0.0010604453870625664,16692.5
93432,350801.45,1.84,10,55,61,45,1,0,0,9422,1,0,0,0,0,298939,176,1457.8265895953757,0.0,54.46242774566474,0.005780346820809248,0.0,1698.5170454545455,0.005780346820809248,9422.0
93433,249366.47,0.47,803,632,21,5,0,230283,2,0,0,85043,1,0,0,1252146,1498,754.4719178082191,0.0,215.97671232876712,0.002054794520547945,0.0,835.8785046728972,0.002054794520547945,105108.66666666667
93434,206169.64,0.44,413,327,1,0,0,0,0,4627,1,0,0,0,0,545986,746,658.8920377867746,0.0,6.244264507422402,0.001349527665317139,0.0,731.8847184986595,0.001349527665317139,4627.0
93436,257645.15,0.55,2680,1693,387,42,7,16,1,154959,3,0,0,0,0,4468981,4936,823.0054054054054,0.0,32.21933471933472,0.0008316008316008316,0.0,905.3851296596434,0.0008316008316008316,38743.75
93442,303025.95,0.62,804,966,88,6,0,0,0,3432,1,0,0,0,0,1956956,1904,924.3553408480944,0.0,1.8421900161030595,0.0005367686527106817,0.0,1027.813025210084,0.0005367686527106817,3432.0
93444,334663.29,0.83,848,1896,224,23,23,0,0,8487,1,0,0,0,0,3196780,3101,931.5155938951559,0.0,2.8158593231585933,0.00033178500331785003,0.0,1030.8868107062237,0.00033178500331785003,8487.0
93445,235066.33,0.37,389,226,2,0,0,0,0,217445,2,0,0,0,0,488174,637,702.2382495948136,0.0,352.4230145867099,0.0032414910858995136,0.0,766.3642072213501,0.0032414910858995136,108722.5
93446,304193.58,0.88,2099,3682,945,128,18,33370,1,556076,8,241,1,0,0,7586826,6971,964.3463329452852,0.0,85.81009895227008,0.0014551804423748546,0.0,1088.3411275283318,0.0014551804423748546,58968.7
93449,391447.98,0.85,525,745,222,36,2,341396,10,5324,2,52460,9,1000,1,1983468,1582,1128.3078431372548,0.6535947712418301,260.9019607843137,0.013725490196078431,0.00065359477124183,1253.7724399494311,0.01437908496732026,18190.0
93451,250616.53,0.76,251,352,64,9,1,0,0,3446,2,0,0,0,0,633435,694,828.0871491875923,0.0,5.0901033973412115,0.0029542097488921715,0.0,912.7305475504322,0.0029542097488921715,1723.0
93453,265002.67,1.18,80,156,43,44,2,0,0,99342,3,0,0,0,0,410768,333,1042.4892307692307,0.0,305.66769230769233,0.009230769230769232,0.0,1233.5375375375374,0.009230769230769232,33114.0
93454,245588.37,0.53,1694,1640,51,11,7,0,0,138140,2,0,0,0,0,2822846,3345,764.7117249485748,0.0,40.59359388774611,0.0005877167205406994,0.0,843.9001494768311,0.0005877167205406994,69070.0
93455,292368.7,0.56,2698,3024,77,20,1,0,0,171063,5,0,0,0,0,5812040,5872,906.1883161512028,0.0,29.392268041237113,0.000859106529209622,0.0,989.7888283378746,0.000859106529209622,34212.6
93458,219190.66,0.4,2119,1400,2,0,0,0,0,310644,2,0,0,0,0,2619456,3442,689.4174950298211,0.0,88.22607213859699,0.0005680204487361545,0.0,761.0273097036606,0.0005680204487361545,155322.0
93465,390861.61,0.85,532,745,224,36,2,0,0,10577,1,0,0,0,0,2203114,1586,1222.6540962288686,0.0,6.877113133940182,0.0006501950585175553,0.0,1389.1008827238336,0.0006501950585175553,10577.0
93501,169614.2,0.96,31,317,12,0,1,0,0,0,0,0,0,18371,2,357253,377,864.6897506925208,50.88919667590028,0.0,0.0,0.00554016620498615,947.6206896551724,0.00554016620498615,9185.5
93505,196063.13,0.71,484,1200,0,0,0,24587,4,30895,2,0,0,51612,6,1582778,1763,824.4073634204276,30.648456057007127,32.94655581947743,0.0035629453681710215,0.0035629453681710215,897.7753828701078,0.007125890736342043,8924.5
93510,347599.25,1.78,74,420,615,211,29,1820,1,2265,2,1323,1,30616,3,2799047,1358,1819.034099332839,22.695329873980725,4.00889547813195,0.0029651593773165306,0.002223869532987398,2061.1539027982326,0.005189028910303929,5146.285714285715
93514,328253.82,0.92,322,1096,148,14,4,10769,1,29854,1,0,0,0,0,1985721,1643,1086.1704545454545,0.0,25.645833333333332,0.0012626262626262627,0.0,1208.594643944005,0.0012626262626262627,20311.5
93516,167812.7,0.7,64,141,1,0,0,0,0,4195,1,0,0,0,0,166844,207,743.6048780487805,0.0,20.463414634146343,0.004878048780487805,0.0,806.0096618357488,0.004878048780487805,4195.0
93518,212871.37,2.02,1,36,59,35,3,0,0,6965,1,0,0,0,0,223705,140,1483.5671641791046,0.0,51.97761194029851,0.007462686567164179,0.0,1597.892857142857,0.007462686567164179,6965.0
93527,219971.96,1.14,10,200,29,7,0,0,0,29397,3,0,0,0,0,261523,251,916.4898785425102,0.0,119.01619433198381,0.012145748987854251,0.0,1041.9243027888447,0.012145748987854251,9799.0
93532,204899.27,2.28,6,152,69,223,38,18260,1,309331,5,23341,1,0,0,711450,506,1338.2448979591836,0.0,716.1877551020408,0.014285714285714285,0.0,1406.0276679841897,0.014285714285714285,50133.142857142855
93534,202218.22,0.3,2144,903,9,0,0,408171,46,121969,9,100663,13,444068,52,3105916,3075,926.2306937172775,145.31020942408378,206.4145942408377,0.02225130890052356,0.017015706806282723,1010.0539837398373,0.03926701570680628,8957.258333333333
93535,210490.72,0.45,3967,3015,67,17,3,698114,77,530763,21,89056,27,1479567,154,7060764,7038,912.306125335974,209.30357900693167,186.43839298344886,0.017682840571509408,0.02178525958409959,1003.234441602728,0.039468100155609,10026.881720430107
93536,282545.96,0.5,4568,4012,103,19,13,740064,51,132471,21,170654,24,598618,63,11642333,8495,1228.6203098106712,68.68823866896156,119.7004016064257,0.011015490533562823,0.007228915662650603,1370.4924072984109,0.018244406196213425,10325.830188679245
93543,204617.84,1.09,50,1389,171,3,4,118119,10,344896,6,7311,2,951198,59,1623323,1546,987.9251700680272,588.2486085343228,290.8633271490414,0.011131725417439703,0.036487322201607914,1050.0148771021993,0.047619047619047616,18461.35064935065
93544,249534.53,1.09,32,89,36,6,0,0,0,0,0,0,0,42107,4,253771,172,1367.79754601227,258.32515337423314,0.0,0.0,0.024539877300613498,1475.4127906976744,0.024539877300613498,10526.75
93550,200362.77,0.29,4726,1488,130,27,1,754381,72,406895,14,116416,29,1882852,200,6362329,6339,922.0338929860349,295.4420210262043,200.48517181860976,0.01804487682410168,0.03138239447669857,1003.6802334753115,0.04942727130080025,10033.473015873016
93551,309973.64,0.57,4013,2474,481,180,33,824905,52,231710,20,206200,30,505027,45,11274428,7053,1428.5943461913382,70.32822726639743,175.8550341178109,0.014204149839855174,0.006266536694053753,1598.5294201049198,0.020470686533908926,12026.13605442177
93552,236953.72,0.31,3337,1195,109,11,0,655220,54,148808,10,115620,27,1273931,147,5189286,4602,1030.1958297506449,273.8458727429063,197.68873602751503,0.01956147893379192,0.03159931212381771,1127.6153846153845,0.05116079105760963,9216.718487394957
93553,243009.13,1.49,5,160,119,11,3,106086,2,0,0,1878,1,121381,7,388764,272,1311.5757575757575,408.6902356902357,363.5151515151515,0.010101010101010102,0.02356902356902357,1429.2794117647059,0.03367003367003367,22934.5
93555,228460.2,0.88,537,3873,19,0,0,5845,1,43002,2,0,0,0,0,3503264,4530,687.415895235945,0.0,11.028900428990744,0.0006773538044705351,0.0,773.3474613686534,0.0006773538044705351,16282.333333333334
93560,205934.74,0.66,857,1373,78,2,0,9906,1,113407,2,457,1,132338,11,2190480,2394,830.7836434443964,57.264387710947645,53.55690177412376,0.0017308524448290783,0.004759844223279966,914.9874686716792,0.006490696668109044,17073.866666666665
93561,234576.4,1.49,532,3121,1711,733,140,346768,2,170174,2,205023,1,7405,1,7687345,6407,1062.8985251683232,1.1870791920487336,115.73661429945496,0.0008015389547932029,0.0001603077909586406,1199.8353363508663,0.0009618467457518436,121561.66666666667
93563,217279.68,2.71,1,0,4,15,1,0,0,7081,1,0,0,27867,1,23662,19,945.5714285714286,1327.0,337.1904761904762,0.047619047619047616,0.047619047619047616,1245.3684210526317,0.09523809523809523,17474.0
93591,174054.85,1.08,10,710,75,0,0,43149,2,36822,1,0,0,194783,22,746289,820,832.8012578616352,245.01006289308177,100.59245283018868,0.0037735849056603774,0.027672955974842768,910.1085365853659,0.031446540880503145,10990.16
93602,241341.36,2.78,0,35,153,452,70,286760,18,5189135,38,93051,14,118255,7,913341,602,1444.6572637517631,166.79125528913963,7854.64880112835,0.09873060648801128,0.009873060648801129,1517.1777408637874,0.10860366713681241,73859.75324675324
93604,340704.1,2.13,4,191,25,224,18,5170,1,0,0,814,1,11265,1,996215,475,1783.5367965367966,24.383116883116884,12.952380952380953,0.004329004329004329,0.0021645021645021645,2097.294736842105,0.006493506493506494,5749.666666666667
93605,212458.44,2.99,3,0,0,44,7,0,0,597523,7,0,0,28716,2,43375,31,1579.8363636363636,522.1090909090909,10864.054545454546,0.12727272727272726,0.03636363636363636,1399.1935483870968,0.16363636363636364,69582.11111111111
93606,162633.94,0.07,122,9,0,0,0,0,0,0,0,0,0,20292,2,120063,132,833.9090909090909,153.72727272727272,0.0,0.0,0.015151515151515152,909.5681818181819,0.015151515151515152,10146.0
93609,198023.22,0.33,292,145,0,0,0,0,0,10636,1,0,0,0,0,403912,446,841.9292237442922,0.0,24.28310502283105,0.00228310502283105,0.0,905.6322869955156,0.00228310502283105,10636.0
93610,229704.25,0.34,1253,631,7,0,0,9630,1,128129,1,4340,1,0,0,1911209,1940,894.3675304071919,0.0,75.1448968799577,0.0015864621893178213,0.0,985.1592783505155,0.0015864621893178213,47366.333333333336
93611,271912.5,0.28,6211,2422,18,2,0,26499,3,426075,11,957,1,484158,41,8964595,8709,936.8872067491044,55.9526175892754,52.413151508147465,0.0017335028313879579,0.0047382410724604185,1029.3483752440004,0.006471743903848377,16744.446428571428
93612,208601.21,0.24,2464,789,0,0,0,0,0,289075,5,0,0,151453,17,2799802,3250,783.9256071318782,46.557946510913006,88.86412542268675,0.001537042729787888,0.00522594528127882,861.4775384615384,0.006762988011066708,20024.0
93614,247630.16,2.23,25,451,1073,776,142,0,0,119363,2,0,0,328597,2,4147609,2535,1441.6663964329146,133.19700040535062,48.38386704499392,0.0008107012565869477,0.0008107012565869477,1636.1376725838265,0.0016214025131738954,111990.0
93615,166369.18,0.31,232,106,0,0,0,40000,1,0,0,8450,1,0,0,274259,328,784.2840236686391,0.0,143.34319526627218,0.005917159763313609,0.0,836.155487804878,0.005917159763313609,24225.0
93618,193242.53,0.41,1620,1104,2,0,0,21789,3,136972,4,8870,2,29874,2,2216396,2787,738.3576669112252,10.958914159941306,61.493396918562,0.003301540719002201,0.0007336757153338225,795.2622891998565,0.004035216434336023,17955.0
93619,325479.99,0.45,6260,3490,350,92,33,115500,3,277500,8,90350,1,549835,45,12080437,10505,1025.765378973105,53.77359413202934,47.271393643031786,0.00117359413202934,0.004400977995110024,1149.9702046644454,0.005574572127139364,18126.052631578947
93620,192574.91,0.2,927,228,0,0,0,0,0,110779,2,0,0,250,1,972057,1173,748.2225108225108,0.21645021645021645,95.91255411255412,0.0017316017316017316,0.0008658008658008658,828.693094629156,0.0025974025974025974,37009.666666666664
93622,183313.58,0.11,749,96,0,0,0,0,0,5622,1,0,0,19643,3,784086,888,815.803550295858,23.246153846153845,6.653254437869823,0.001183431952662722,0.0035502958579881655,882.9797297297297,0.004733727810650888,6316.25
93625,245005.42,0.34,652,330,0,0,0,0,0,0,0,0,0,17226,1,971983,1028,873.6636085626911,17.559633027522935,0.0,0.0,0.0010193679918450561,945.5087548638132,0.0010193679918450561,17226.0
93626,365983.87,1.69,28,141,216,34,15,13262,1,394,1,0,0,18273,1,770400,452,1526.5866050808313,42.20092378752887,31.53810623556582,0.004618937644341801,0.0023094688221709007,1704.424778761062,0.006928406466512702,10643.0
93630,211885.05,0.15,1753,314,0,0,0,3000,1,38503,1,0,0,110705,11,1995549,2100,882.2331881954524,53.55829704886309,20.07885824866957,0.0009675858732462506,0.005321722302854378,950.2614285714286,0.006289308176100629,11708.307692307691
93631,209974.47,0.44,1262,1002,2,0,0,5000,1,0,0,4340,1,2551,1,2223355,2339,883.1659311562224,1.1257722859664607,4.12180052956752,0.00088261253309797,0.000441306266548985,950.5579307396323,0.001323918799646955,3963.6666666666665
93634,242027.93,2.24,5,29,59,74,4,62976,3,1315674,13,16278,3,13608,1,199768,137,1414.9709302325582,79.11627906976744,8110.046511627907,0.11046511627906977,0.005813953488372093,1458.1605839416059,0.11627906976744186,70426.8
93635,242212.85,0.27,4233,1423,2,0,24,2973,1,71006,3,0,0,26456,2,5154016,5888,807.1209081309398,4.656107004575854,13.019887363604365,0.0007039774727208729,0.00035198873636043646,875.3423913043479,0.0010559662090813093,16739.166666666668
93636,275083.7,0.53,1429,1231,53,24,15,0,0,16913,3,0,0,139218,11,3824158,3076,1114.8361191860465,50.58793604651163,6.145712209302325,0.0010901162790697674,0.003997093023255814,1243.2243172951885,0.005087209302325582,11152.214285714286
93637,228359.43,0.22,3348,940,0,0,0,23009,5,10542,4,4500,2,188331,22,4267440,4392,880.1019123134329,43.92047574626866,8.87383395522388,0.0025652985074626866,0.005130597014925373,971.639344262295,0.007695895522388059,6860.060606060606
93638,192650.27,0.37,3020,1552,46,9,8,0,0,408224,10,0,0,317512,36,4591949,4613,892.9307443365695,68.50312837108953,88.07421790722762,0.002157497303128371,0.007766990291262136,995.4365922393237,0.009924487594390506,15776.869565217392
93640,158459.81,0.07,1037,81,0,0,0,0,0,6894,2,0,0,16721,2,887423,1141,736.2522361359571,14.956171735241503,6.166368515205725,0.0017889087656529517,0.0017889087656529517,777.7589833479404,0.0035778175313059034,5903.75
93643,241687.84,2.85,1,20,45,397,17,34547,3,606556,8,23056,3,21148,3,778412,471,1532.599164926931,44.150313152400834,1386.553235908142,0.029227557411273485,0.006263048016701462,1652.67940552017,0.03549060542797495,40312.17647058824
93644,245198.83,2.23,18,319,563,521,92,0,0,214730,2,440,1,0,0,2775831,1588,1575.0,0.0,142.30820105820106,0.001984126984126984,0.0,1748.0044080604534,0.001984126984126984,71723.33333333333
93646,164296.55,0.28,513,185,4,0,0,0,0,0,0,0,0,5400,1,589974,687,782.7692307692307,7.6923076923076925,0.0,0.0,0.0014245014245014246,858.768558951965,0.0014245014245014246,5400.0
93647,172469.78,0.34,541,249,10,0,0,6225,1,0,0,0,0,29414,2,650946,779,769.1025,36.7675,7.78125,0.00125,0.0025,835.617458279846,0.00375,11879.666666666666
93648,168073.35,0.37,841,493,0,0,0,0,0,295349,4,0,0,43954,5,1062690,1302,748.1056971514242,32.94902548725637,221.40104947526237,0.0029985007496251873,0.0037481259370314842,816.1981566820276,0.006746626686656672,37700.333333333336
93650,173839.33,0.28,167,64,0,0,0,0,0,25759,2,0,0,17181,3,185944,231,748.8528138528138,74.37662337662337,111.5108225108225,0.008658008658008658,0.012987012987012988,804.952380952381,0.021645021645021644,8588.0
93651,304919.7,2.08,2,74,186,97,4,0,0,0,0,0,0,22083,2,696077,358,1699.314049586777,60.83471074380165,0.0,0.0,0.005509641873278237,1944.3491620111731,0.005509641873278237,11041.5
93654,210690.05,0.39,2000,1277,3,1,1,15673,2,3540,2,0,0,44749,6,3093730,3347,851.2885435709933,13.634673979280926,5.854052407068861,0.001218769043266301,0.0018281535648994515,924.3292500746937,0.0030469226081657527,6396.2
93657,233149.46,0.43,3000,1551,112,22,46,12630,2,53840,2,6340,2,283645,30,4728715,4713,900.6018596787827,59.94188503803888,15.386728655959425,0.001267962806424345,0.006339814032121725,1003.334394228729,0.0076077768385460695,9901.527777777777
93660,173259.46,0.12,299,40,0,0,0,8373,1,0,0,0,0,7597,1,304218,345,838.3982300884956,22.410029498525073,24.699115044247787,0.0029498525073746312,0.0029498525073746312,881.7913043478261,0.0058997050147492625,7985.0
93662,198971.75,0.44,1791,1405,2,3,0,14630,2,393567,3,4340,1,65963,6,2705989,3259,757.0356138706654,20.60699781318338,128.87753826929085,0.0018744142455482662,0.0018744142455482662,830.3126725989567,0.0037488284910965324,39875.0
93664,341171.89,2.94,9,57,69,606,155,266435,12,2135887,16,27443,7,69795,3,1358701,809,1659.7340782122906,77.98324022346368,2714.8212290502793,0.03910614525139665,0.0033519553072625698,1679.4820766378245,0.042458100558659215,65777.8947368421
93667,231956.63,2.37,0,61,117,153,19,10422,1,0,0,850,1,36043,3,522721,337,1449.2714285714285,102.98,32.205714285714286,0.005714285714285714,0.008571428571428572,1551.100890207715,0.014285714285714285,9463.0
93701,183531.56,0.2,308,79,0,0,0,1870,1,50000,1,0,0,23076,2,367274,393,864.4470284237726,59.627906976744185,134.03100775193798,0.00516795865633075,0.00516795865633075,934.5394402035623,0.0103359173126615,18736.5
93702,160492.91,0.15,2435,414,0,0,1,0,0,255123,8,0,0,298227,40,2349050,2905,761.3119298245614,104.64105263157894,89.51684210526315,0.002807017543859649,0.014035087719298246,808.6230636833046,0.016842105263157894,11528.125
93703,171951.45,0.19,2275,540,0,0,0,42367,3,5836,1,10698,2,354257,43,2268744,2835,750.05859375,125.80149147727273,20.916548295454547,0.002130681818181818,0.015269886363636364,800.2624338624339,0.01740056818181818,8431.795918367347
93704,253877.94,0.26,2836,982,2,0,0,53489,2,261203,4,4340,1,135117,17,4022027,3892,953.1385179366326,35.38020424194816,83.53809897879026,0.001832940560356114,0.004451427075150563,1033.4087872559096,0.006284367635506678,18922.875
93705,186731.41,0.18,3166,707,1,0,0,70404,6,33766,4,1106,1,464643,57,3195408,3899,758.7111512648426,119.9388229220444,27.175012906556532,0.002839442436757873,0.01471347444501807,819.5455244934599,0.017552916881775942,8381.161764705883
93706,178461.59,0.2,1906,471,1,0,0,49996,8,8145,3,9060,2,665255,78,2243025,2398,863.0260723296888,279.7539949537426,28.25946173254836,0.0054667788057190915,0.03280067283431455,935.3732276897415,0.038267451640033645,8048.9670329670325
93710,228366.31,0.25,2464,825,0,0,0,16370,2,27092,3,0,0,295594,30,2923543,3288,817.9592581331711,89.87351778656127,13.21435086652478,0.0015202189115232593,0.009121313469139556,889.1554136253042,0.010641532380662816,9687.314285714287
93711,348642.49,0.31,4476,1953,11,1,0,23976,4,267814,7,4200,2,372179,33,8485619,6474,1206.1310355534854,57.78279770222015,45.95404440304301,0.0020183201366247476,0.005123428039124359,1310.7227371022552,0.007141748175749107,14525.41304347826
93720,288651.61,0.31,5030,2210,2,1,0,34865,3,180957,4,0,0,547008,53,8129325,7164,1028.5459063923788,75.52229739058401,29.797321551843158,0.0009664503658704957,0.007317409913019467,1134.7466499162479,0.008283860278889962,12713.833333333334
93721,229323.33,0.13,62,9,0,0,0,0,0,0,0,0,0,11496,1,62923,72,853.3802816901408,161.91549295774647,0.0,0.0,0.014084507042253521,873.9305555555555,0.014084507042253521,11496.0
93722,225403.23,0.19,9019,2144,9,0,0,81870,12,284114,12,8952,4,1737429,180,10415618,11069,856.3966165413534,155.51638023630505,33.56032939491586,0.002506265664160401,0.01611170784103115,940.9719035143193,0.01861797350519155,10155.600961538461
93723,289054.72,0.21,1490,383,0,1,0,0,0,258562,3,0,0,193487,14,1980148,1943,934.3810032017076,103.24813233724653,137.97331910352187,0.0016008537886872999,0.007470651013874066,1019.1188883170355,0.009071504802561366,26591.117647058825
93725,189923.0,0.18,1671,365,2,0,0,95099,2,58103,6,37436,1,475862,46,1840457,2030,846.5461236506379,233.4946025515211,93.54170755642787,0.004416094210009814,0.022571148184494603,906.6290640394088,0.026987242394504417,12118.181818181818
93726,195283.51,0.25,2998,986,0,0,0,3556,2,65064,5,1599,2,444995,50,3459696,4012,793.2296686746988,111.69553212851406,17.625251004016064,0.002259036144578313,0.012550200803212851,862.3369890329013,0.014809236947791165,8732.440677966102
93727,237046.0,0.23,8562,2500,2,0,0,141500,9,396702,10,29704,6,1506176,152,9880915,11347,798.774313087491,136.13304410701375,51.329175704989154,0.002259580621836587,0.01373825018076645,870.7953644135014,0.015997830802603037,11717.977401129943
93728,196203.88,0.23,1197,359,0,0,0,0,0,514496,6,0,0,218990,27,1384523,1592,806.0449582530507,140.64868336544637,330.44059087989723,0.0038535645472061657,0.017341040462427744,869.6752512562814,0.02119460500963391,22226.848484848484
93730,382089.74,0.32,1910,853,19,1,0,0,0,177896,2,0,0,131112,9,3601191,2815,1149.5756378009341,47.11174991016888,63.92238591448078,0.0007186489399928135,0.0032339202299676607,1279.286323268206,0.003952569169960474,28091.636363636364
93737,289882.71,0.32,815,311,27,0,0,0,0,6925,1,0,0,66822,6,1169234,1264,864.1812662619254,57.954900260190804,6.0060711188204685,0.0008673026886383347,0.005203816131830009,925.0268987341772,0.006071118820468344,10535.285714285714
93901,305693.71,0.37,1865,1112,2,0,0,0,0,188098,3,0,0,0,0,3282529,3003,984.9771735481705,0.0,63.141322591473646,0.0010070493454179255,0.0,1093.08325008325,0.0010070493454179255,62699.333333333336
93905,228035.38,0.29,3223,1246,37,0,0,0,0,70167,2,0,0,0,0,4040408,4495,808.6770972037284,0.0,15.57190412782956,0.0004438526409232135,0.0,898.8671857619578,0.0004438526409232135,35083.5
93906,256842.08,0.29,4836,1991,5,0,0,0,0,247634,3,0,0,0,0,6570033,6756,872.7549765807962,0.0,36.2461943793911,0.00043911007025761124,0.0,972.4738010657194,0.00043911007025761124,82544.66666666667
93907,307473.05,1.39,790,1304,654,653,57,0,0,25351,2,0,0,0,0,4654009,3471,1178.1376120265973,0.0,7.328996819890142,0.0005782017924255566,0.0,1340.8265629501584,0.0005782017924255566,12675.5
93908,491454.64,1.53,430,1066,639,595,17,118916,4,43720,6,26511,2,214473,16,5186198,2745,1624.8874726875456,78.10378732702112,68.8809176984705,0.004369992716678805,0.005826656955571741,1889.3253187613843,0.010196649672250545,14415.0
93921,567592.92,1.6,43,500,73,237,3,0,0,2500,1,0,0,0,0,1697936,859,1840.761960326721,0.0,2.9171528588098017,0.0011668611435239206,0.0,1976.6426076833527,0.0011668611435239206,2500.0
93923,743797.74,1.95,64,1098,543,993,49,0,0,0,0,0,0,3954,1,7317867,2890,2263.2981434291955,1.4393884237349837,0.0,0.0,0.00036403349108117945,2532.133910034602,0.00036403349108117945,3954.0
93924,535238.95,2.62,9,119,341,960,48,0,0,739287,2,0,0,48946,2,3460859,1445,2024.3859174001354,33.138794854434664,500.532836831415,0.0013540961408259986,0.0013540961408259986,2395.058131487889,0.002708192281651997,197058.25
93930,245756.06,0.58,797,635,75,30,3,0,0,40732,1,0,0,0,0,1509295,1552,853.6902597402598,0.0,26.44935064935065,0.0006493506493506494,0.0,972.4838917525773,0.0006493506493506494,40732.0
93933,302187.16,0.46,1553,1077,56,16,1,0,0,0,0,0,0,44177,1,2633563,2748,854.6252312245653,16.343692193858676,0.0,0.0,0.0003699593044765076,958.3562590975255,0.0003699593044765076,44177.0
93940,483925.31,1.33,919,1428,433,834,6,21554,1,76926,1,20646,1,0,0,5936501,3662,1424.9947528307098,0.0,32.898646782656726,0.0008285004142502071,0.0,1621.1089568541781,0.0008285004142502071,39708.666666666664
93950,397303.73,0.69,1020,1403,107,54,1,0,0,46362,3,0,0,0,0,3066547,2618,1043.1334622823983,0.0,17.935009671179884,0.0011605415860735009,0.0,1171.3319327731092,0.0011605415860735009,15454.0
93955,269536.22,0.39,1896,1118,27,3,1,0,0,3373,2,0,0,0,0,2781994,3037,826.9612479474548,0.0,1.1077175697865353,0.0006568144499178982,0.0,916.0335857754363,0.0006568144499178982,1686.5
93960,255052.17,0.32,1399,639,4,1,2,0,0,2532,1,0,0,0,0,1801437,2020,785.1809290953545,0.0,1.2381418092909535,0.0004889975550122249,0.0,891.800495049505,0.0004889975550122249,2532.0
94002,499387.61,1.22,1153,1737,978,578,0,0,0,210890,1,0,0,0,0,6270183,4464,1269.0861642294713,0.0,47.44431946006749,0.0002249718785151856,0.0,1404.6108870967741,0.0002249718785151856,210890.0
94005,437335.87,1.13,250,213,206,66,3,0,0,6557,1,0,0,0,0,994988,749,1205.7276422764228,0.0,8.884823848238483,0.0013550135501355014,0.0,1328.4218958611482,0.0013550135501355014,6557.0
94010,949024.69,1.16,1565,3507,813,927,0,0,0,155965,2,0,0,0,0,17487760,6891,2316.4997064004697,0.0,22.89562536699941,0.0002935995302407516,0.0,2537.768103323175,0.0002935995302407516,77982.5
94014,328925.22,0.4,3276,1254,276,42,8,3895,1,329287,6,0,0,0,0,5195489,4855,982.3018945634267,0.0,68.61243822075782,0.001441515650741351,0.0,1070.1316168898043,0.001441515650741351,47597.42857142857
94015,339903.24,0.25,5654,1902,6,0,0,0,0,337542,3,0,0,0,0,7791865,7490,956.5419918000265,0.0,44.64250760481418,0.00039677291363576247,0.0,1040.3024032042724,0.00039677291363576247,112514.0
94019,542511.33,0.54,1408,909,89,79,4,0,0,0,0,0,0,13785,1,3639369,2506,1323.2032128514056,5.536144578313253,0.0,0.0,0.00040160642570281126,1452.2621707901037,0.00040160642570281126,13785.0
