ZIP Code,Cov C Amount Weighted Avg,Avg Fire Risk Score,Number of Negligible Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of High Fire Risk Exposure,Number of Very High Fire Risk Exposure,Non-CAT Cov A Smoke - Incurred Losses,Non-CAT Cov A Smoke - Number of Claims,Non-CAT Cov C Fire - Incurred Losses,Non-CAT Cov C Fire - Number of Claims,Non-CAT Cov C Smoke - Incurred Losses,Non-CAT Cov C Smoke - Number of Claims,CAT Cov A Smoke - Incurred Losses,Total CAT Claims,Earned Premium 2021,Earned Exposure 2021,Avg Premium,Avg CAT Loss,Avg Non-CAT Loss,Avg CAT Claims,Avg Non-CAT Claims,Avg Premium 2021,Claim Frequency,Average Claim Severity
90744,206228.98,0.33,1936,942,0,0,0,9180,1,0,0,0,0,19130,2,2492411,2919,786.4596942321057,6.6469770674079225,3.189715079916609,0.00034746351633078526,0.0006949270326615705,853.8578280232956,0.0010423905489923557,9436.666666666666
90745,231457.72,0.23,3374,1021,2,0,0,17631,3,77778,1,0,0,8323,1,3808982,4353,796.5726631794405,1.8928815101205367,21.69865817602911,0.0009097111667045713,0.00022742779167614282,875.0245807489088,0.0011371389583807142,20746.4
90746,259323.3,0.27,2365,869,0,0,0,37972,2,12182,1,4317,1,21323,3,3859445,3162,1094.6846011131724,6.593382807668522,16.84322820037106,0.0012368583797155227,0.0009276437847866419,1220.5708412397216,0.0021645021645021645,10827.714285714286
90755,335606.36,0.48,366,223,41,0,0,9937,1,0,0,0,0,0,0,703305,626,1014.885532591415,0.0,15.798092209856916,0.001589825119236884,0.0,1123.4904153354632,0.001589825119236884,9937.0
90803,449070.93,0.48,1503,1354,15,0,0,0,0,4297,1,9436,1,0,0,4143312,2876,1321.0438565958927,0.0,4.7800208840932825,0.0006961364427427776,0.0,1440.6509040333797,0.0006961364427427776,6866.5
90804,233660.14,0.37,803,429,15,0,0,3087,1,75922,1,0,0,0,0,999442,1236,738.1419406575782,0.0,63.35926222935044,0.0016038492381716118,0.0,808.6100323624595,0.0016038492381716118,39504.5
90805,190229.98,0.3,3849,1671,0,0,0,13274,1,309351,5,0,0,12053,2,4148765,5504,700.1924261641602,2.183910128646494,58.45714803406414,0.0010871534698314912,0.0003623844899438304,753.7727107558139,0.0014495379597753216,41834.75
90808,269612.18,0.43,3476,2609,1,0,0,7868,2,104530,6,1037,1,0,0,5379858,6035,808.1674334538285,0.0,18.638678935261254,0.0014788038120276043,0.0,891.4429163214581,0.0014788038120276043,12603.888888888889
90810,194250.61,0.31,2050,939,0,0,0,8769,1,80185,2,0,0,5924,1,2275921,2962,705.3827367012378,1.9819337571094011,29.7604550016728,0.0010036801605888257,0.00033456005352960856,768.3730587440918,0.0013382402141184342,23719.5
90815,296081.82,0.44,2788,2138,4,0,0,0,0,71337,4,0,0,0,0,4830952,4913,895.5135902636916,0.0,14.46997971602434,0.0008113590263691683,0.0,983.2998168125382,0.0008113590263691683,17834.25
91001,358379.35,0.88,2300,2235,479,471,64,205942,17,364024,4,18765,6,870963,121,8166132,5536,1286.326063446287,156.98684210526315,106.11589762076424,0.004866618601297765,0.021809661139149242,1475.096098265896,0.026676279740447006,9862.797297297297
91006,519595.81,0.5,2247,1625,92,64,7,70258,5,1808,2,9096,4,511118,40,6354528,3987,1427.248574969021,126.67112763320942,20.11449814126394,0.0027261462205700124,0.009913258983890954,1593.8118886380737,0.012639405204460967,11613.333333333334
91007,586070.28,0.42,1696,1155,20,0,0,51135,2,0,0,17953,1,211814,14,4578275,2879,1451.115639150122,73.7770811563915,24.064089167537443,0.0010449320794148381,0.004876349703935911,1590.2309829802014,0.0059212817833507484,16523.647058823528
91008,825376.45,2.03,13,57,58,62,14,25626,1,0,0,31895,1,59277,3,796317,211,3253.439024390244,289.1560975609756,280.590243902439,0.00975609756097561,0.014634146341463415,3774.0142180094786,0.024390243902439025,23359.6
91010,234644.36,0.54,1230,993,111,18,3,86746,9,25564,2,4376,2,351943,53,2422181,2308,941.1206457094307,149.50849617672048,49.56924384027188,0.0055225148683092605,0.022514868309260833,1049.4718370883882,0.028037383177570093,7100.439393939394
91011,671377.44,1.15,971,1488,455,430,52,20869,2,5953,1,3184,1,127025,13,9524941,3498,2356.107742125405,37.39328819546659,8.833088018840153,0.0011775095672652341,0.0038269060936120106,2722.967695826186,0.005004415660877244,9237.117647058823
91016,305920.97,0.77,1600,1673,325,161,29,64166,6,106496,4,443,1,528552,61,4492372,3729,1076.0015839493137,139.53326293558607,45.17027455121436,0.002903907074973601,0.016103484688489968,1204.712255296326,0.01900739176346357,9717.458333333334
91020,297121.27,0.42,232,154,6,0,0,0,0,0,0,0,0,6800,1,419955,386,972.9872448979592,17.346938775510203,0.0,0.0,0.002551020408163265,1087.9663212435232,0.002551020408163265,6800.0
91024,416412.08,1.03,517,713,111,169,39,22865,2,76989,2,5801,1,204123,17,2634624,1587,1438.1646223369917,131.77727566171723,68.20852162685604,0.0032278889606197547,0.010974822466107165,1660.1285444234404,0.014202711426726921,14080.818181818182
91030,451595.99,1.0,790,998,151,302,9,0,0,0,0,0,0,39264,2,3482965,2280,1366.303690529124,17.45842596709649,0.0,0.0,0.0008892841262783459,1527.6162280701753,0.0008892841262783459,19632.0
91040,284541.71,0.93,1206,1309,420,235,32,57038,5,7385,1,308,1,166944,21,4405607,3204,1230.9169009684474,52.15370196813496,20.22211808809747,0.0021868166198063107,0.006560449859418931,1375.033395755306,0.008747266479225243,8274.107142857143
91042,265045.6,0.9,1427,1071,430,294,29,164624,8,591514,4,38508,3,297773,36,3800348,3238,1040.6271916333435,91.594278683482,244.4312519224854,0.004613964933866502,0.011073515841279606,1173.6714021000619,0.015687480775146107,21419.980392156864
91101,311348.44,0.41,70,44,0,1,0,0,0,0,0,0,0,24882,4,144120,120,1079.7217391304348,216.36521739130436,0.0,0.0,0.034782608695652174,1201.0,0.034782608695652174,6220.5
91103,385963.4,0.88,847,882,183,170,27,17418,1,0,0,0,0,220330,38,3270484,2056,1401.775355450237,104.4218009478673,8.254976303317536,0.00047393364928909954,0.01800947867298578,1590.7023346303502,0.01848341232227488,6096.102564102564
91104,324033.03,0.4,2378,1476,40,0,0,111860,13,71671,6,3601,3,807200,104,4260125,3824,1006.5318438623524,207.29327170005135,48.056497175141246,0.005649717514124294,0.02670775552131484,1114.0494246861924,0.032357473035439135,7891.523809523809
91105,643394.96,1.44,213,711,270,284,9,0,0,0,0,0,0,15781,1,3563955,1497,2176.6328177538667,10.61264290517821,0.0,0.0,0.0006724949562878278,2380.7314629258517,0.0006724949562878278,15781.0
91106,654893.71,0.58,591,616,60,1,0,25053,2,75738,1,0,0,93425,14,2683305,1267,1966.1395899053628,73.67902208201893,79.48817034700315,0.002365930599369085,0.011041009463722398,2117.8413575374902,0.013406940063091483,11424.470588235294
91107,406430.75,0.71,2016,1925,142,259,24,142007,9,259542,4,21893,5,1131697,125,6174199,4261,1279.2588774341352,259.26620847651776,97.00847651775487,0.004123711340206186,0.0286368843069874,1449.0023468669326,0.03276059564719359,10875.097902097903
91108,694063.91,0.51,1148,1066,41,0,0,0,0,0,0,0,0,54679,3,4497712,2287,1794.6430155210644,24.247893569844788,0.0,0.0,0.0013303769401330377,1966.642763445562,0.0013303769401330377,18226.333333333332
91202,429623.8,0.5,1110,619,78,48,4,25676,1,501552,2,5267,1,79169,7,2961823,1879,1397.4629032258065,42.563978494623655,286.2876344086022,0.002150537634408602,0.003763440860215054,1576.276210750399,0.005913978494623656,55605.818181818184
91205,278312.48,0.36,661,349,4,2,0,0,0,0,0,0,0,1816,1,1044145,1013,956.4285714285714,1.7891625615763547,0.0,0.0,0.0009852216748768472,1030.7453109575517,0.0009852216748768472,1816.0
91206,423738.25,1.41,549,835,316,502,53,13967,1,0,0,0,0,7362,2,4169262,2305,1606.536790780142,3.2632978723404253,6.19104609929078,0.0004432624113475177,0.0008865248226950354,1808.7904555314533,0.0013297872340425532,7109.666666666667
91207,512322.81,0.88,644,527,223,104,9,11030,1,0,0,15581,1,10420,1,3131184,1526,1820.8599867285998,6.914399469143994,17.658261446582614,0.0013271400132714001,0.0006635700066357001,2051.8899082568805,0.0019907100199071004,12343.666666666666
91208,419523.32,1.25,610,1199,434,320,67,10052,1,101157,2,0,0,39980,5,4741205,2647,1603.4463878326997,15.201520912547528,42.28479087452472,0.0011406844106463879,0.0019011406844106464,1791.161692482055,0.003041825095057034,18898.625
91214,329833.55,0.56,2407,1555,279,87,14,32088,3,305383,6,9896,2,284987,34,5572391,4344,1145.5430677107324,65.6349608475357,80.0016121602948,0.002533394748963611,0.00783049286043298,1282.7787753222835,0.010363887609396591,14052.31111111111
91301,507998.3,0.76,1777,1423,423,196,14,0,0,31457,3,0,0,6727,1,8583244,3812,1950.6686668405948,1.7550221758413775,8.206887555439604,0.0007826767545003914,0.00026089225150013044,2251.6379853095486,0.0010435690060005217,9546.0
91302,819163.31,1.28,1114,1261,828,535,101,0,0,119286,4,0,0,3612,1,16386719,3969,3469.4174048983846,0.9411151641479938,31.080250130276184,0.0010422094841063053,0.0002605523710265763,4128.6769967246155,0.0013027618551328818,24579.6
91304,345467.12,0.46,2772,1168,157,121,21,59764,1,26254,1,0,0,29774,3,6860146,4220,1474.2880396319886,7.0238263741448455,20.292050011795236,0.00047180938900684123,0.0007077140835102619,1625.6270142180094,0.0011795234725171032,23158.4
91306,266311.62,0.25,2975,951,14,0,0,38166,2,55086,1,14610,1,20275,5,4954303,3966,1144.245685279188,5.145939086294416,27.376142131979694,0.0010152284263959391,0.0012690355329949238,1249.1938981341402,0.002284263959390863,14237.444444444445
91307,377641.34,0.48,2593,1020,292,81,14,337,1,124023,2,0,0,12334,1,7179019,3982,1584.6658335416146,3.0827293176705823,31.08222944263934,0.0007498125468632841,0.00024993751562109475,1802.8676544450025,0.000999750062484379,34173.5
91311,432191.32,0.6,2295,1292,216,214,14,0,0,39677,2,0,0,2400,1,8182432,4043,1815.8347394540942,0.5955334987593052,9.845409429280396,0.0004962779156327543,0.00024813895781637717,2023.8515953499875,0.0007444168734491315,14025.666666666666
91320,404629.55,0.92,2436,2736,1043,374,34,0,0,292872,5,0,0,0,0,10350800,6639,1385.1346821682018,0.0,44.22044390759475,0.0007549448890231014,0.0,1559.0902244313902,0.0007549448890231014,58574.4
91321,341533.33,0.99,931,945,534,160,16,435,1,30743,3,282,1,10000,1,4337471,2536,1532.017781213761,3.865481252415926,12.160804020100503,0.001932740626207963,0.00038654812524159255,1710.3592271293376,0.0023192887514495554,6910.0
91324,366208.86,0.28,1870,699,8,2,0,113428,2,32543,2,4595,1,22963,4,3924755,2553,1392.9359968968192,8.907292474786656,58.404189294026374,0.001939487975174554,0.0015515903801396431,1537.3110066588326,0.0034910783553141972,19281.0
91325,398007.35,0.31,2122,895,15,0,0,35061,1,755055,4,0,0,0,0,5234315,3035,1561.7312005277045,0.0,260.5923482849604,0.0016490765171503958,0.0,1724.6507413509062,0.0016490765171503958,158023.2
91326,430498.14,0.63,3251,1717,706,172,9,0,0,434670,5,0,0,40381,2,12362036,5931,1867.7109668602666,6.898018448923813,74.25179364537068,0.0008541168431841476,0.00034164673727365904,2084.308885516776,0.0011957635804578067,67864.42857142857
91331,208273.08,0.29,4223,1647,22,4,0,22634,1,588894,8,0,0,39693,4,5561203,5940,841.4839749024928,6.7310496862811595,103.70154315753773,0.001526199762591148,0.0006783110055960658,936.2294612794612,0.0022045107681872137,50093.92307692308
91335,239881.07,0.27,4148,1449,24,0,0,76585,3,374650,5,0,0,12826,3,6443376,5568,1051.7299412915852,2.2818003913894325,80.27664116705212,0.0014232342999466287,0.0005337128624799857,1157.2155172413793,0.0019569471624266144,42187.36363636364
91340,210934.96,0.3,1572,664,1,1,0,1278,1,9426,1,0,0,38338,4,2076394,2236,852.8248436103664,17.13047363717605,4.7828418230563,0.0008936550491510277,0.0017873100983020554,928.6198568872987,0.002680965147453083,8173.666666666667
91342,244072.14,0.52,4206,2159,449,170,27,65165,5,245764,5,15068,2,192545,21,8910564,6997,1171.5472047917856,27.4593553907587,46.49130062749572,0.0017113519680547634,0.0029948659440958356,1273.4834929255396,0.004706217912150599,15713.39393939394
91343,280524.65,0.29,3159,1269,17,0,0,27519,2,715513,8,0,0,24294,3,5790218,4419,1185.3259842519685,5.465466816647919,167.1613048368954,0.0022497187851518562,0.0006749156355455568,1310.3005204797466,0.002924634420697413,59025.07692307692
91344,337022.66,0.4,4598,2026,236,65,12,25087,2,22795,2,0,0,86074,10,11272133,6934,1458.7940031713997,12.407957330258037,6.902407380712123,0.0005766181346403345,0.0014415453366008362,1625.6321026824344,0.0020181634712411706,9568.285714285714
91345,250971.88,0.27,1248,464,1,0,0,6343,1,264304,4,0,0,16364,3,1906682,1736,1010.6876824284881,9.552831290134268,157.99591360186807,0.002918855808523059,0.0017513134851138354,1098.319124423963,0.004670169293636894,35876.375
91350,329103.06,1.01,2318,2477,1214,405,112,85418,3,376810,4,1336,2,50624,5,9017718,6780,1194.0263561140055,7.757278577995709,71.03340484216979,0.0013790989886607416,0.0007661661048115232,1330.0469026548672,0.0021452650934722646,36727.71428571428
91351,262051.92,0.83,1638,1182,620,175,11,101085,7,190689,3,850,2,49020,6,4537122,3594,1138.8786541643685,13.519029233314948,80.70159955874242,0.003309431880860452,0.001654715940430226,1262.415692821369,0.004964147821290678,18980.222222222223
91352,241976.26,0.53,1972,1086,195,87,7,42104,2,214688,3,12267,2,113539,10,4108791,3366,1090.2375261428144,33.922617269196294,80.38810875410816,0.002091425156856887,0.002987750224081267,1220.674688057041,0.005079175380938153,22505.764705882353
91354,333428.14,0.64,2541,1574,463,86,74,28620,2,0,0,0,0,6316,1,6613852,4691,1242.898269311946,1.333051920641621,6.040523427606585,0.00042211903756859433,0.00021105951878429716,1409.9023662332124,0.0006331785563528915,11645.333333333334
91356,633386.58,0.81,1540,1016,567,149,15,1502,1,197150,2,448,1,0,0,10181550,3330,2693.586248859142,0.0,60.571950106480074,0.001216915120170368,0.0,3057.5225225225226,0.001216915120170368,49775.0
91360,354017.72,0.75,2655,2474,604,254,16,0,0,548357,4,0,0,0,0,7842831,6023,1163.919387075283,0.0,91.3319453697535,0.0006662225183211193,0.0,1302.1469367424872,0.0006662225183211193,137089.25
91361,648750.35,1.13,1006,1362,530,386,46,8498,1,276121,6,2077,1,0,0,8579331,3357,2258.09882847702,0.0,86.1207569840793,0.0024031240612796636,0.0,2555.6541554959786,0.0024031240612796636,35837.0
91362,554170.52,0.95,1794,2192,857,273,36,0,0,78300,1,0,0,0,0,10991092,5174,1853.4396350931677,0.0,15.197981366459627,0.00019409937888198756,0.0,2124.2930034789333,0.00019409937888198756,78300.0
91364,442080.98,0.74,2312,1356,619,213,28,31919,1,34550,5,13243,1,8764,1,9993886,4567,1941.0847869286818,1.9350850077279753,17.60035327886951,0.0015455950540958269,0.00022079929344226098,2188.282461134224,0.0017663943475380878,11059.5
91367,407330.83,0.33,2848,1148,96,10,0,0,0,635891,5,0,0,12355,1,7759353,4062,1711.213502315379,3.01121130879844,154.98196441628076,0.0012186205215695832,0.00024372410431391665,1910.2296898079765,0.0014623446258835,108041.0
91381,481236.26,1.05,826,851,558,158,23,8149,1,0,0,0,0,0,0,5562437,2409,2028.1494205298013,0.0,3.372930463576159,0.0004139072847682119,0.0,2309.0232461602322,0.0004139072847682119,8149.0
91384,309283.44,1.19,1078,1062,868,378,35,30928,3,2420,1,862,1,6376,1,4903346,3232,1325.4747149956154,1.863782519731073,10.0,0.0014615609470914938,0.00029231218941829873,1517.1243811881188,0.0017538731365097924,6764.333333333333
91387,367540.75,1.26,1318,1446,1347,401,133,106058,5,37199,5,34959,3,62851,4,8436742,4693,1584.8441334768568,13.530893433799784,38.367276641550056,0.002798708288482239,0.000861141011840689,1797.7289580225868,0.0036598493003229277,14180.411764705883
91390,380022.78,1.54,618,879,1101,571,35,64619,5,244985,1,11835,2,30533,2,5982712,3186,1673.1738451935082,9.529650436953808,100.32428214731586,0.0024968789013732834,0.0006242197253433209,1877.8129315756435,0.003121098626716604,35197.2
91401,358779.14,0.32,1875,797,30,0,0,0,0,146633,5,0,0,0,0,4208443,2682,1397.2949666913398,0.0,54.268319763138415,0.001850481125092524,0.0,1569.1435495898584,0.001850481125092524,29326.6
91402,219253.59,0.25,1977,639,13,0,0,0,0,18748,1,0,0,9264,1,2719679,2639,922.5525114155251,3.5251141552511416,7.133942161339422,0.000380517503805175,0.000380517503805175,1030.571807502842,0.00076103500761035,14006.0
91403,522452.93,1.23,902,598,525,431,32,38202,1,63381,1,43677,1,0,0,6288071,2480,2241.489147909968,0.0,58.38424437299035,0.0012057877813504824,0.0,2535.5125,0.0012057877813504824,48420.0
91405,265584.91,0.25,1672,548,7,0,0,13914,1,156063,3,7604,1,10058,1,2616283,2205,1052.1765498652292,4.518418688230009,79.77583108715184,0.0022461814914645105,0.0004492362982929021,1186.522902494331,0.0026954177897574125,31273.166666666668
91406,257901.5,0.26,2851,934,21,5,0,31335,1,400110,4,0,0,9213,2,4573286,3828,1086.7087378640776,2.4174757281553396,113.2104434531619,0.0013119916032537393,0.0005247966413014956,1194.6933124346917,0.0018367882445552348,62951.142857142855
91411,284602.12,0.3,829,345,3,0,0,0,0,289381,1,0,0,0,0,1471927,1179,1127.7689039932031,0.0,245.86321155480033,0.0008496176720475786,0.0,1248.4537743850722,0.0008496176720475786,289381.0
91423,522744.84,0.92,1400,887,262,378,44,0,0,2304,1,0,0,0,0,7308645,2964,2213.157133243607,0.0,0.775235531628533,0.00033647375504710633,0.0,2465.8046558704455,0.00033647375504710633,2304.0
91501,421759.62,0.64,690,517,98,30,16,11162,1,80195,1,790,1,18574,1,2293843,1346,1530.043671354552,13.748334566987417,68.20651369356032,0.0022205773501110288,0.0007401924500370096,1704.1924219910848,0.0029607698001480384,27680.25
91504,364704.31,0.65,1321,875,296,50,9,0,0,223708,1,0,0,0,0,3560404,2554,1235.0588004704039,0.0,87.69423755390044,0.0003920031360250882,0.0,1394.0501174628034,0.0003920031360250882,223708.0
91505,284216.43,0.34,2320,1167,16,0,0,0,0,3503,1,0,0,2150,1,3810100,3489,979.9300599486155,0.6137596345989152,1.0,0.00028546959748786756,0.00028546959748786756,1092.0321008885066,0.0005709391949757351,2826.5
91506,295645.78,0.36,1486,802,14,1,0,0,0,169859,4,0,0,0,0,2505079,2274,996.3052540165003,0.0,73.75553625705601,0.0017368649587494573,0.0,1101.617854001759,0.0017368649587494573,42464.75
91601,294375.44,0.33,947,430,10,1,0,0,0,87652,3,0,0,5586,1,1696443,1396,1103.4726224783863,4.024495677233429,63.14985590778098,0.002161383285302594,0.0007204610951008645,1215.2170487106018,0.002881844380403458,23309.5
91604,592495.61,1.24,1032,1075,553,509,78,0,0,87264,3,0,0,0,0,9185221,3245,2542.4933785032335,0.0,26.875269479519556,0.0009239297813366184,0.0,2830.5765793528503,0.0009239297813366184,29088.0
91605,238305.75,0.32,2181,1014,6,0,0,10014,1,294921,5,2307,1,8203,1,3459489,3186,962.3441599000624,2.5618363522798253,95.9531542785759,0.0021861336664584633,0.0003123048094940662,1085.8408662900188,0.0024984384759525295,39430.625
91606,246472.22,0.3,1660,688,13,0,0,0,0,15422,2,0,0,0,0,2583759,2349,982.0969927996612,0.0,6.531977975434138,0.0008470986869970351,0.0,1099.9399744572158,0.0008470986869970351,7711.0
91701,300554.32,0.39,3668,1819,55,71,6,415923,3,81970,3,429669,2,54996,5,6846354,5577,1118.5169039145908,9.78576512455516,165.04661921708185,0.0014234875444839859,0.0008896797153024911,1227.6051640667026,0.0023131672597864767,75581.38461538461
91702,239562.17,0.44,2559,1463,109,46,9,209734,26,154961,3,27965,11,631168,78,3887840,4050,873.133779264214,150.78069756330626,93.80315336837076,0.009555661729574774,0.018633540372670808,959.9604938271605,0.02818920210224558,8676.50847457627
91706,196113.24,0.34,3394,1768,5,2,0,0,0,167938,5,0,0,212169,30,3971444,5079,719.4517314761075,41.04643064422519,32.48945637454053,0.000967305088024763,0.005803830528148578,781.9342390234298,0.006771135616173341,10860.2
91708,315954.71,0.34,932,256,19,42,0,0,0,0,0,0,0,15501,2,1280853,1375,861.0736,12.4008,0.0,0.0,0.0016,931.5294545454545,0.0016,7750.5
91709,349741.99,0.72,6221,3320,1698,488,82,656862,26,508841,8,98876,13,121123,7,16261241,11603,1247.6302286198138,10.25596951735817,107.07696867061811,0.003979678238780694,0.0005927180355630821,1401.4686718951996,0.004572396274343776,25661.14814814815
91710,285667.26,0.32,6428,2826,24,30,0,44255,5,883653,14,1995,3,63493,8,9590542,9194,946.5864403137424,6.822069410121414,99.91436553132051,0.0023638121843773505,0.0008595680670463093,1043.1305199042854,0.0032233802514236598,33113.2
91711,400511.16,0.7,1840,1973,255,124,18,23954,2,73505,6,0,0,30677,7,6593272,4218,1398.8184842005228,7.288429555713947,23.15490615348064,0.001900688999762414,0.001663102874792112,1563.1275486012328,0.003563791874554526,8542.4
91722,218188.72,0.3,2423,1025,2,0,0,20964,3,27912,3,678,1,221941,27,2929811,3390,798.4402898550725,64.33072463768116,14.363478260869565,0.002028985507246377,0.00782608695652174,864.2510324483776,0.009855072463768115,7985.14705882353
91723,252846.21,0.36,837,469,1,0,0,23645,2,165389,3,1006,1,18723,5,1289506,1306,904.4506503442999,14.325172149961745,145.4016832440704,0.0045906656465187455,0.0038255547054322878,987.3705972434916,0.008416220351951033,18978.454545454544
91724,315413.77,0.79,1240,1071,175,234,6,37561,2,150543,4,3308,1,201440,18,3517256,2691,1174.2709937660434,73.86872020535387,70.1914191419142,0.002566923359002567,0.006600660066006601,1307.0442214790041,0.009167583425009167,15714.08
91730,236595.88,0.3,3459,1492,8,1,0,23932,3,124126,6,7559,2,41037,8,4947266,4932,919.6788306451613,8.27358870967742,31.374395161290323,0.002217741935483871,0.0016129032258064516,1003.095296025953,0.0038306451612903224,10350.21052631579
91731,207028.61,0.33,956,468,1,0,0,0,0,2069,1,0,0,8796,3,1055303,1433,680.6940350877193,6.172631578947368,1.4519298245614034,0.0007017543859649122,0.002105263157894737,736.4291695743196,0.002807017543859649,2716.25
91732,221833.86,0.31,2036,894,2,0,0,9374,1,50452,1,0,0,27525,5,2379666,2914,750.7308085977483,9.390992835209826,20.411463664278404,0.000682360968952576,0.0017059024223814397,816.6321207961565,0.002388263391334016,12478.714285714286
91733,205620.57,0.35,1262,650,12,0,0,14087,1,1000,1,0,0,26222,4,1520396,1905,727.8414760914761,13.628898128898129,7.841476091476092,0.0010395010395010396,0.002079002079002079,798.1081364829396,0.0031185031185031187,6884.833333333333
91737,401302.7,0.59,1967,1151,216,116,27,0,0,7419,1,0,0,27643,6,6058227,3432,1577.6902502157031,7.950244463618062,2.1337359792924935,0.0002876042565429968,0.001725625539257981,1765.2176573426573,0.0020132297958009777,5008.857142857143
91739,383948.04,0.47,3347,1329,401,72,23,101160,3,25716,2,27396,3,51458,5,7769902,5138,1362.5930007733953,9.949342614075793,29.828306264501162,0.0015467904098994587,0.0009667440061871616,1512.2425068119892,0.0025135344160866204,15825.384615384615
91740,253180.17,0.47,1448,959,32,48,1,20759,2,49801,4,6358,1,152623,17,2377272,2455,878.8400321543409,61.34364951768489,30.915594855305468,0.0028135048231511255,0.006832797427652733,968.338900203666,0.00964630225080386,9564.208333333334
91741,389115.75,0.9,1387,1572,397,272,30,36143,5,7229,3,8551,3,392480,30,5465071,3622,1333.0180426462548,107.29360306178239,14.194368507381082,0.0030071077091306723,0.008201202843083653,1508.8545002760904,0.011208310552214325,10839.09756097561
91744,195823.39,0.3,4383,1775,32,8,0,5086,1,439741,5,0,0,203614,39,5822491,6111,882.5513792547185,32.846265526697856,71.75786417164059,0.0009678980480722697,0.006291337312469753,952.788577974145,0.007259235360542023,14409.8
91745,314634.34,0.66,3491,2071,491,378,25,14002,1,62978,2,0,0,29382,4,7819500,6504,1088.2506195786864,4.551115241635688,11.923791821561338,0.00046468401486988845,0.0006195786864931846,1202.260147601476,0.0010842627013630732,15194.57142857143
91746,206630.63,0.29,1833,733,9,1,0,26036,3,1805,1,6663,2,151400,33,2284610,2512,840.8823757763976,58.77329192546584,13.394409937888199,0.002329192546583851,0.01281055900621118,909.4785031847134,0.015139751552795032,4766.7692307692305
91748,305505.56,0.49,2731,1670,236,45,0,0,0,2642,2,0,0,0,0,5475674,4576,1077.667663391713,0.0,0.5642887654848355,0.00042716787697565144,0.0,1196.6070804195804,0.00042716787697565144,1321.0
