ZIP Code,Cov C Amount Weighted Avg,Avg Fire Risk Score,Number of Negligible Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of High Fire Risk Exposure,Number of Very High Fire Risk Exposure,Earned Premium 2020,Earned Exposure 2020,Non-CAT Cov A Smoke - Incurred Losses,Non-CAT Cov A Smoke - Number of Claims,Non-CAT Cov C Fire - Incurred Losses,Non-CAT Cov C Fire - Number of Claims,Non-CAT Cov C Smoke - Incurred Losses,Non-CAT Cov C Smoke - Number of Claims,CAT Cov A Smoke - Incurred Losses,CAT Cov A Smoke - Number of Claims,Earned Premium 2021,Earned Exposure 2021,Avg Premium 2021
95356.0,327394.56,0.27,3397.0,1243.0,5.0,0.0,0.0,4649271.0,4644.0,0.0,0,81244.0,1,0.0,0,0.0,0.0,5203177.0,4738.0,1098.180033769523
95357.0,263097.27,0.24,1261.0,397.0,0.0,0.0,0.0,1458154.0,1657.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1611221.0,1648.0,977.682645631068
95358.0,213859.32,0.23,2481.0,741.0,2.0,0.0,0.0,2568533.0,3223.0,0.0,0,72851.0,2,0.0,0,2500.0,1.0,2833308.0,3247.0,872.5925469664305
95360.0,235342.25,0.25,1460.0,490.0,1.0,0.0,0.0,1508934.0,1951.0,0.0,0,44010.0,3,0.0,0,0.0,0.0,1639725.0,1940.0,845.2190721649484
95361.0,289601.73,0.37,3241.0,1764.0,34.0,11.0,0.0,4686703.0,5051.0,0.0,0,202995.0,5,0.0,0,0.0,0.0,5265002.0,5129.0,1026.5162799766035
95363.0,274036.19,0.33,2635.0,1085.0,28.0,11.0,17.0,3548504.0,3776.0,51314.0,3,35657.0,4,0.0,0,87918.0,11.0,3985297.0,3819.0,1043.5446451950772
95364.0,231919.68,2.16,6.0,6.0,204.0,61.0,1.0,308595.0,278.0,0.0,0,0.0,0,0.0,0,0.0,0.0,392611.0,285.0,1377.5824561403508
95365.0,155451.91,0.18,395.0,86.0,0.0,0.0,0.0,336466.0,481.0,0.0,0,0.0,0,0.0,0,0.0,0.0,373333.0,493.0,757.2677484787018
95366.0,342438.0,0.41,1818.0,1244.0,5.0,0.0,0.0,3016684.0,3067.0,0.0,0,493392.0,4,0.0,0,0.0,0.0,3380995.0,3104.0,1089.2380798969073
95367.0,244062.32,0.24,3034.0,935.0,0.0,0.0,0.0,3293898.0,3969.0,0.0,0,77316.0,3,0.0,0,0.0,0.0,3574275.0,3955.0,903.7357774968394
95368.0,240604.97,0.26,1811.0,636.0,0.0,0.0,0.0,2030256.0,2447.0,0.0,0,113635.0,4,0.0,0,0.0,0.0,2196450.0,2426.0,905.3792250618302
95369.0,211048.73,0.54,24.0,23.0,2.0,0.0,0.0,44095.0,49.0,0.0,0,0.0,0,0.0,0,0.0,0.0,53077.0,51.0,1040.7254901960785
95370.0,281812.67,2.55,29.0,656.0,1115.0,1257.4299999999985,177.82999999999993,5900096.0,4975.0,0.0,0,298913.0,3,0.0,0,0.0,0.0,6935753.0,5093.0,1361.8207343412528
95372.0,251051.38,2.74,1.0,25.0,49.0,285.0,7.0,413584.0,367.0,0.0,0,7477.0,1,0.0,0,0.0,0.0,494391.0,381.0,1297.6141732283465
95374.0,218250.82,0.29,67.0,28.0,0.0,0.0,0.0,84231.0,95.0,0.0,0,0.0,0,0.0,0,0.0,0.0,101918.0,99.0,1029.4747474747476
95375.0,281180.65,2.94,0.0,1.0,14.0,200.0,3.0,276907.0,218.0,0.0,0,31845.0,1,0.0,0,0.0,0.0,328859.0,216.0,1522.4953703703704
95376.0,283683.68,0.31,4592.0,2048.0,16.0,0.0,0.0,6336192.0,6656.0,0.0,0,368476.0,9,0.0,0,0.0,0.0,6917850.0,6672.0,1036.8480215827337
95377.0,368399.01,0.3,3402.0,1338.0,16.0,21.0,0.0,5171808.0,4777.0,8863.0,1,6298.0,2,0.0,0,0.0,0.0,5876960.0,5108.0,1150.5403288958496
95379.0,236911.32,2.47,2.0,93.0,145.0,333.0,24.0,618730.0,597.0,0.0,0,0.0,0,0.0,0,0.0,0.0,745827.0,627.0,1189.5167464114832
95380.0,221263.13,0.25,3130.0,1027.0,0.0,0.0,0.0,3101819.0,4157.0,0.0,0,325315.0,8,0.0,0,6160.0,1.0,3404100.0,4184.0,813.5994263862333
95382.0,276821.63,0.27,4078.0,1487.0,0.0,0.0,0.0,4782424.0,5565.0,0.0,0,171361.0,3,0.0,0,0.0,0.0,5268402.0,5561.0,947.3839237547204
95383.0,262189.59,3.078299999999999,9.0,1.0,134.0,1159.0,177.82999999999993,1669548.0,1588.0,0.0,0,92430.0,1,0.0,0,0.0,0.0,1896673.0,1588.0,1194.3784634760705
95385.0,378895.59,0.26,9.0,3.0,0.0,0.0,0.0,17631.0,12.0,0.0,0,0.0,0,0.0,0,0.0,0.0,19875.0,13.0,1528.8461538461538
95386.0,217564.91,0.3,918.0,401.0,0.0,0.0,0.0,1058818.0,1319.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1161037.0,1322.0,878.2428139183056
95387.0,200901.82,0.37,10.0,3.0,1.0,0.0,0.0,12002.0,14.0,0.0,0,0.0,0,0.0,0,0.0,0.0,12530.0,13.0,963.8461538461538
95388.0,177092.31,0.18,1104.0,242.0,0.0,0.0,0.0,909361.0,1347.0,0.0,0,23465.0,2,0.0,0,0.0,0.0,1013077.0,1354.0,748.2104874446086
95389.0,330813.26,3.04,0.0,0.0,24.0,42.0,28.0,165656.0,94.0,0.0,0,0.0,0,0.0,0,0.0,0.0,188624.0,93.0,2028.215053763441
95391.0,388939.06,0.28,2685.0,683.0,35.0,78.0,0.0,3321963.0,3481.0,0.0,0,816.0,1,0.0,0,0.0,0.0,3783306.0,3693.0,1024.4532900081235
95401.0,358189.29,0.32,2925.0,1288.0,34.0,6.0,1.0,4026769.0,4254.0,13242.0,2,86768.0,6,1894.0,1,197237.0,18.0,4546771.0,4290.0,1059.85337995338
95403.0,421141.76,0.55,2881.0,2108.0,263.0,97.0,4.0,5407248.0,5353.0,0.0,0,548123.0,6,0.0,0,366441.0,29.0,6478425.0,5511.0,1175.544365813827
95404.0,496194.17,1.27,1536.0,2292.0,1372.7499999999982,820.0,35.0,8429959.0,6106.0,22588.0,3,47159.0,4,5660.0,1,570139.0,22.0,9772197.0,6162.0,1585.8807205452774
95405.0,406981.67,0.77,1455.0,1761.0,417.0,78.0,5.0,4001204.0,3715.0,0.0,0,49373.0,3,0.0,0,218370.0,18.0,4579268.0,3718.0,1231.6481979558903
95407.0,309232.75,0.34,2499.0,1190.0,39.0,0.0,0.0,3354646.0,3729.0,108673.0,6,49065.0,5,15182.0,3,239031.0,23.0,3836252.0,3803.0,1008.7436234551669
95409.0,480273.83,0.91,1946.0,2225.0,856.0,284.0,10.0,6902398.0,5321.0,187445.0,13,365831.0,10,21071.0,4,630757.6199999999,56.31999999999971,6815217.0,4728.0,1441.4587563451776
95410.0,343959.95,2.27,0.0,43.0,84.0,93.0,5.0,337925.0,224.0,0.0,0,0.0,0,0.0,0,0.0,0.0,408149.0,238.0,1714.9117647058824
95412.0,365385.5,2.08,1.0,8.0,30.0,13.0,0.0,79107.0,52.0,0.0,0,0.0,0,0.0,0,0.0,0.0,90775.0,52.0,1745.673076923077
95415.0,331505.66,1.7,11.0,53.0,84.0,17.0,4.0,256541.0,169.0,0.0,0,0.0,0,0.0,0,0.0,0.0,297535.0,174.0,1709.971264367816
95416.0,246671.91,0.3,5.0,2.0,0.0,0.0,0.0,6789.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0.0,3158.0,4.0,789.5
95417.0,394172.37,2.08,0.0,8.0,13.0,8.0,1.0,53659.0,30.0,0.0,0,297008.0,1,0.0,0,0.0,0.0,59844.0,29.0,2063.5862068965516
95418.0,260250.0,1.0,0.0,1.0,0.0,0.0,0.0,1302.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1356.0,1.0,1356.0
95419.0,272246.29,2.02,3.0,11.0,100.0,11.0,5.0,143308.0,130.0,0.0,0,0.0,0,0.0,0,0.0,0.0,170369.0,137.0,1243.5693430656934
95420.0,410009.09,1.94,2.0,25.0,28.0,24.0,0.0,143092.0,80.0,0.0,0,0.0,0,0.0,0,0.0,0.0,162104.0,80.0,2026.3
95421.0,327288.04,2.27,4.0,26.0,251.0,144.0,4.0,553515.0,428.0,0.0,0,0.0,0,0.0,0,0.0,0.0,666281.0,441.0,1510.8412698412699
95422.0,214528.56,1.38,50.0,1142.0,460.0,133.0,3.0,1732147.0,1788.0,0.0,0,51911.0,5,0.0,0,7374.0,2.0,2015947.0,1853.0,1087.9368591473287
95423.0,219318.77,1.14,309.0,243.0,291.0,63.0,8.0,926171.0,914.0,0.0,0,106641.0,1,0.0,0,0.0,0.0,1025784.0,895.0,1146.127374301676
95424.0,264719.64,1.19,1.0,55.0,10.0,2.0,0.0,82649.0,68.0,0.0,0,0.0,0,0.0,0,0.0,0.0,89543.0,63.0,1421.3174603174602
95425.0,393671.49,1.28,228.0,1037.0,395.0,147.0,13.0,2244181.0,1821.0,0.0,0,0.0,0,0.0,0,0.0,0.0,2697741.0,1857.0,1452.7415185783523
95426.0,265316.24,2.38,5.0,53.0,210.0,208.0,21.0,696787.0,498.0,0.0,0,0.0,0,0.0,0,0.0,0.0,789737.0,496.0,1592.211693548387
95427.0,366085.22,2.2,1.0,5.0,59.0,23.0,1.0,165740.0,89.0,0.0,0,0.0,0,0.0,0,0.0,0.0,198538.0,92.0,2158.021739130435
95428.0,265668.6,1.31,70.0,47.0,36.0,46.0,1.0,268613.0,201.0,0.0,0,77678.0,2,0.0,0,0.0,0.0,312615.0,202.0,1547.59900990099
95429.0,245847.2,2.77,0.0,0.0,2.0,7.0,0.0,12437.0,9.0,0.0,0,0.0,0,0.0,0,0.0,0.0,17800.0,11.0,1618.1818181818182
95430.0,283321.93,2.18,1.0,10.0,13.0,16.0,2.0,57935.0,42.0,0.0,0,0.0,0,0.0,0,0.0,0.0,60420.0,40.0,1510.5
95432.0,410213.19,2.14,1.0,17.0,34.0,26.0,1.0,132822.0,79.0,0.0,0,0.0,0,0.0,0,0.0,0.0,168248.0,86.0,1956.3720930232557
95433.0,337483.91,0.52,6.0,7.0,0.0,0.0,0.0,13896.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,10736.0,11.0,976.0
95435.0,237223.12,2.0,0.0,1.0,16.0,1.0,0.0,22086.0,18.0,0.0,0,0.0,0,0.0,0,0.0,0.0,22945.0,16.0,1434.0625
95436.0,363898.1,1.85,14.0,413.0,575.0,249.0,0.0,1470715.0,1251.0,0.0,0,4526.0,1,0.0,0,156711.0,7.0,1755801.0,1282.0,1369.5795631825274
95437.0,317289.37,1.28,638.0,951.0,603.0,362.0,8.0,2792108.0,2563.0,1502.0,1,156.0,1,0.0,0,0.0,0.0,3150229.0,2608.0,1207.9098926380368
95439.0,409027.85,0.43,51.0,33.0,2.0,0.0,0.0,104596.0,86.0,0.0,0,0.0,0,0.0,0,0.0,0.0,121640.0,88.0,1382.2727272727273
95441.0,593703.17,1.57,25.0,81.0,81.0,31.0,3.0,431592.0,221.0,0.0,0,0.0,0,0.0,0,0.0,0.0,553397.0,230.0,2406.073913043478
95442.0,669306.15,1.68,22.0,285.0,221.0,112.0,6.0,1383712.0,645.0,0.0,0,0.0,0,0.0,0,71758.0,1.0,1685462.0,675.0,2496.9807407407407
95443.0,270876.61,2.2,3.0,9.0,24.0,26.0,1.0,93078.0,63.0,0.0,0,0.0,0,0.0,0,0.0,0.0,108110.0,63.0,1716.031746031746
95444.0,344610.6,0.49,70.0,64.0,1.0,0.0,0.0,128204.0,135.0,0.0,0,0.0,0,0.0,0,0.0,0.0,142440.0,130.0,1095.6923076923076
95445.0,370669.99,2.44,3.0,69.0,234.0,340.0,12.0,1080869.0,657.0,0.0,0,0.0,0,0.0,0,10655.0,1.0,1212567.0,663.0,1828.9095022624435
95446.0,316356.43,2.07,10.0,237.0,695.0,308.0,18.0,1403282.0,1268.0,0.0,0,0.0,0,0.0,0,147007.0,11.0,1695795.0,1343.0,1262.6917349218168
95448.0,560938.28,1.28,558.0,1299.0,490.0,373.0,29.0,4542776.0,2748.0,0.0,0,138939.0,8,0.0,0,516746.0,31.0,5238048.0,2757.0,1899.9085963003265
95449.0,360930.72,1.66,13.0,37.0,53.0,18.0,1.0,180830.0,121.0,0.0,0,0.0,0,0.0,0,0.0,0.0,225692.0,132.0,1709.7878787878788
95450.0,414723.91,2.36,3.0,28.0,37.0,78.0,5.0,255763.0,150.0,0.0,0,0.0,0,0.0,0,5458.0,1.0,301501.0,157.0,1920.3885350318471
95451.0,290267.55,2.16,171.0,545.0,404.0,1097.0,82.0,3319163.0,2298.0,0.0,0,0.0,0,0.0,0,7005.0,1.0,3887961.0,2341.0,1660.8120461341307
95452.0,664121.56,1.38,29.0,212.0,74.0,42.0,2.0,775496.0,358.0,0.0,0,0.0,0,0.0,0,228044.0,8.0,931154.0,361.0,2579.3739612188365
95453.0,302453.53,1.14,349.0,910.0,418.0,80.0,3.0,2226923.0,1760.0,0.0,0,5086.0,2,0.0,0,0.0,0.0,2513565.0,1755.0,1432.2307692307693
95454.0,297718.93,2.49,1.0,28.0,83.0,155.0,4.0,432837.0,271.0,0.0,0,184437.0,2,0.0,0,0.0,0.0,533317.0,271.0,1967.9594095940959
95456.0,432208.86,2.45,1.0,19.0,61.0,98.0,3.0,358021.0,182.0,0.0,0,0.0,0,0.0,0,0.0,0.0,429850.0,189.0,2274.3386243386244
95457.0,291691.38,2.07,14.0,121.0,158.0,176.0,2.0,667728.0,472.0,0.0,0,1502.0,1,0.0,0,0.0,0.0,763067.0,471.0,1620.099787685775
95458.0,248296.96,1.49,28.0,305.0,115.0,81.0,4.0,597153.0,532.0,0.0,0,0.0,0,0.0,0,0.0,0.0,681303.0,533.0,1278.2420262664166
95459.0,351652.55,1.82,0.0,70.0,44.0,36.0,3.0,200471.0,153.0,0.0,0,0.0,0,0.0,0,0.0,0.0,230770.0,161.0,1433.3540372670807
95460.0,445967.96,1.75,31.0,286.0,234.0,161.0,4.0,1186543.0,717.0,0.0,0,8923.0,1,0.0,0,0.0,0.0,1321104.0,731.0,1807.2558139534883
95461.0,302359.42,1.93,11.0,167.0,251.0,142.0,4.0,814840.0,574.0,0.0,0,0.0,0,0.0,0,7212.0,1.0,950463.0,577.0,1647.2495667244368
95462.0,319476.47,1.96,5.0,113.0,191.0,106.0,0.0,464216.0,415.0,0.0,0,0.0,0,0.0,0,1337.0,1.0,559993.0,433.0,1293.2863741339493
95463.0,315492.36,2.14,2.0,1.0,27.0,11.0,0.0,61689.0,42.0,0.0,0,0.0,0,0.0,0,0.0,0.0,83795.0,41.0,2043.780487804878
95464.0,226418.87,1.84,11.0,90.0,139.0,63.0,1.0,335732.0,304.0,0.0,0,0.0,0,0.0,0,0.0,0.0,390754.0,309.0,1264.5760517799354
95465.0,590570.74,1.99,4.0,62.0,210.0,63.0,2.0,628890.0,342.0,0.0,0,0.0,0,0.0,0,0.0,0.0,757918.0,355.0,2134.980281690141
95466.0,354739.57,1.83,4.0,28.0,87.0,13.0,0.0,214822.0,133.0,0.0,0,0.0,0,0.0,0,0.0,0.0,291350.0,148.0,1968.581081081081
95467.0,306377.38,1.82,25.0,467.0,750.0,240.0,4.0,2002106.0,1487.0,6338.0,2,500.0,1,0.0,0,80510.0,11.0,2363834.0,1554.0,1521.1287001287
95468.0,357772.02,1.96,5.0,48.0,102.0,46.0,2.0,326947.0,204.0,0.0,0,0.0,0,0.0,0,0.0,0.0,364561.0,202.0,1804.7574257425742
95469.0,292018.3,1.71,55.0,83.0,41.0,101.0,4.0,405808.0,284.0,0.0,0,15423.0,1,0.0,0,0.0,0.0,468944.0,289.0,1622.643598615917
95470.0,342888.94,1.5,65.0,447.0,222.0,130.0,7.0,1138502.0,870.0,0.0,0,25000.0,1,0.0,0,0.0,0.0,1365591.0,883.0,1546.5356738391847
95471.0,258610.09,2.09,1.0,8.0,46.0,12.0,2.0,70742.0,68.0,0.0,0,0.0,0,0.0,0,0.0,0.0,86696.0,74.0,1171.5675675675675
95472.0,488239.69,1.0,1571.0,2135.0,1174.0,179.0,10.0,6762876.0,5069.0,199094.0,1,57543.0,2,83349.79999999928,1,0.0,0.0,7786162.0,5136.0,1515.997274143302
95476.0,509675.75,0.85,2072.0,2463.0,627.0,281.0,20.0,7928637.0,5464.0,12906.0,1,663447.0,1,2112.0,1,18889.0,4.0,9546615.0,5526.0,1727.5814332247558
95480.0,591825.0,3.0,0.0,0.0,0.0,2.0,0.0,4530.0,2.0,0.0,0,0.0,0,0.0,0,0.0,0.0,4636.0,2.0,2318.0
95481.0,364570.11,0.3,2.0,1.0,0.0,0.0,0.0,4706.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,6249.0,5.0,1249.8
95482.0,304427.31,0.94,1457.0,1380.0,417.0,395.0,16.0,3913837.0,3665.0,1541.0,1,84197.0,2,0.0,0,0.0,0.0,4591767.0,3697.0,1242.025155531512
95485.0,273899.92,1.29,82.0,119.0,45.0,61.0,1.0,415507.0,307.0,0.0,0,230498.0,1,0.0,0,0.0,0.0,478693.0,305.0,1569.4852459016392
95486.0,327673.1,2.3,0.0,2.0,19.0,9.0,1.0,39438.0,31.0,0.0,0,0.0,0,0.0,0,0.0,0.0,48898.0,34.0,1438.1764705882354
95487.0,303500.0,0.0,1.0,0.0,0.0,0.0,0.0,1283.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1490.0,1.0,1490.0
95488.0,367352.03,1.91,1.0,14.0,26.0,12.0,0.0,81601.0,53.0,0.0,0,0.0,0,0.0,0,0.0,0.0,90766.0,52.0,1745.5
95490.0,276966.24,1.97,303.0,365.0,504.0,865.0,25.0,2613463.0,2063.0,0.0,0,559440.0,3,0.0,0,3764.0,1.0,3040849.0,2056.0,1479.0121595330738
95492.0,421889.94,0.43,2832.0,1837.0,86.0,14.0,0.0,5161298.0,4769.0,3098.0,1,512706.0,4,0.0,0,235442.0,21.0,5918961.0,4748.0,1246.6219460825612
95493.0,339994.02,1.39,0.0,24.0,6.0,2.0,1.0,55670.0,32.0,0.0,0,0.0,0,0.0,0,0.0,0.0,69959.0,36.0,1943.3055555555557
95494.0,511896.66,2.47,1.0,2.0,19.0,29.0,0.0,115117.0,51.0,0.0,0,0.0,0,0.0,0,0.0,0.0,145186.0,55.0,2639.7454545454543
95497.0,530416.67,2.01,17.0,256.0,179.0,263.0,16.0,1273072.0,732.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1537818.0,790.0,1946.6050632911392
95501.0,250876.97,0.5,1549.0,1405.0,32.0,8.0,0.0,2363922.0,2994.0,32004.0,1,57138.0,5,16581.0,1,0.0,0.0,2659774.0,3042.0,874.3504273504274
95503.0,258485.11,0.97,1385.0,2147.0,664.0,289.0,3.0,3894211.0,4487.0,0.0,0,36946.0,5,0.0,0,0.0,0.0,4414004.0,4548.0,970.5373790677221
95511.0,297011.46,2.6,0.0,1.0,3.0,8.0,1.0,41724.0,12.0,0.0,0,0.0,0,0.0,0,0.0,0.0,39644.0,11.0,3604.0
95514.0,314234.16,2.28,0.0,2.0,2.0,4.0,0.0,15303.0,8.0,0.0,0,0.0,0,0.0,0,0.0,0.0,17840.0,8.0,2230.0
95519.0,266659.73,0.64,1515.0,1222.0,249.0,82.0,1.0,2625363.0,3070.0,0.0,0,1636.0,2,0.0,0,0.0,0.0,2940458.0,3104.0,947.3125
95521.0,266445.75,0.99,737.0,883.0,223.0,248.0,3.0,1937408.0,2094.0,13453.0,1,265.0,1,10722.0,1,0.0,0.0,2223748.0,2154.0,1032.380687093779
95524.0,343466.04,1.26,94.0,131.0,123.0,35.0,1.0,445208.0,384.0,0.0,0,0.0,0,0.0,0,0.0,0.0,504341.0,391.0,1289.8746803069055
95525.0,249170.19,0.88,110.0,100.0,13.0,28.0,3.0,242854.0,255.0,0.0,0,0.0,0,0.0,0,0.0,0.0,289888.0,266.0,1089.8045112781954
95526.0,192566.31,2.23,0.0,7.0,51.0,28.0,0.0,96182.0,86.0,0.0,0,205865.0,5,0.0,0,0.0,0.0,91604.0,74.0,1237.8918918918919
95527.0,233603.7,3.078299999999999,5.0,0.0,5.0,38.0,29.0,114760.0,76.0,0.0,0,0.0,0,0.0,0,0.0,0.0,133068.0,88.0,1512.1363636363637
95528.0,255416.44,1.76,14.0,53.0,127.0,26.0,1.0,223076.0,221.0,0.0,0,0.0,0,0.0,0,0.0,0.0,247226.0,220.0,1123.7545454545455
95531.0,246350.16,1.22,606.0,1085.0,777.0,201.0,5.0,2510412.0,2674.0,0.0,0,117212.0,1,0.0,0,0.0,0.0,2893772.0,2764.0,1046.9507959479015
95536.0,338432.43,0.9,105.0,364.0,27.0,13.0,0.0,536362.0,509.0,0.0,0,0.0,0,0.0,0,0.0,0.0,597261.0,507.0,1178.0295857988165
95537.0,219509.93,0.88,4.0,30.0,0.0,0.0,0.0,27870.0,34.0,0.0,0,0.0,0,0.0,0,0.0,0.0,31719.0,39.0,813.3076923076923
95538.0,445023.76,0.0,2.0,0.0,0.0,0.0,0.0,3012.0,2.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1475.0,1.0,1475.0
95540.0,264308.76,0.83,882.0,1167.0,282.0,89.0,1.0,1965035.0,2421.0,2223.0,1,307961.0,5,0.0,0,0.0,0.0,2196171.0,2430.0,903.7740740740741
95542.0,287230.51,2.77,4.0,12.0,14.0,149.0,7.0,371430.0,186.0,0.0,0,0.0,0,0.0,0,0.0,0.0,415105.0,176.0,2358.5511363636365
95543.0,262503.61,2.36,5.0,21.0,34.0,71.0,4.0,168807.0,135.0,0.0,0,69768.0,1,0.0,0,0.0,0.0,200661.0,137.0,1464.6788321167883
95545.0,291175.51,2.16,0.0,5.0,2.0,7.0,0.0,30075.0,14.0,0.0,0,0.0,0,0.0,0,0.0,0.0,31709.0,14.0,2264.9285714285716
95546.0,210807.17,2.1,2.0,20.0,9.0,18.0,6.0,66937.0,55.0,0.0,0,0.0,0,0.0,0,0.0,0.0,78619.0,53.0,1483.377358490566
95547.0,317931.56,0.81,77.0,135.0,21.0,5.0,0.0,230889.0,238.0,0.0,0,0.0,0,0.0,0,0.0,0.0,256443.0,237.0,1082.0379746835442
95548.0,229141.47,1.62,2.0,36.0,37.0,4.0,3.0,83111.0,82.0,0.0,0,0.0,0,0.0,0,0.0,0.0,101346.0,85.0,1192.3058823529411
95549.0,350368.77,2.02,4.0,28.0,115.0,29.0,5.0,269796.0,180.0,0.0,0,0.0,0,0.0,0,0.0,0.0,315890.0,182.0,1735.6593406593406
95550.0,236950.64,3.04,0.0,0.0,1.0,5.0,1.0,8823.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0.0,11085.0,8.0,1385.625
95551.0,260388.36,1.16,35.0,155.0,49.0,13.0,0.0,208915.0,252.0,0.0,0,0.0,0,0.0,0,0.0,0.0,242835.0,255.0,952.2941176470588
95552.0,215907.92,2.6,3.0,11.0,9.0,42.0,10.0,90852.0,75.0,0.0,0,130120.0,2,0.0,0,4520.0,1.0,70902.0,58.0,1222.448275862069
95553.0,248206.87,2.34,0.0,22.0,11.0,45.0,2.0,125385.0,79.0,0.0,0,0.0,0,0.0,0,0.0,0.0,121414.0,76.0,1597.5526315789473
95554.0,270360.25,2.68,0.0,2.0,9.0,28.0,1.0,66579.0,40.0,0.0,0,0.0,0,0.0,0,0.0,0.0,75299.0,40.0,1882.475
95555.0,214012.99,1.52,12.0,6.0,7.0,11.0,1.0,42254.0,37.0,0.0,0,0.0,0,0.0,0,0.0,0.0,43012.0,32.0,1344.125
95556.0,224471.99,2.5,0.0,2.0,17.0,19.0,2.0,51259.0,40.0,0.0,0,0.0,0,0.0,0,0.0,0.0,62312.0,41.0,1519.8048780487804
95558.0,235254.26,1.73,0.0,31.0,11.0,14.0,1.0,77229.0,57.0,0.0,0,17292.0,1,0.0,0,0.0,0.0,89309.0,55.0,1623.8
95559.0,288753.16,2.59,0.0,1.0,3.0,5.0,1.0,16411.0,10.0,0.0,0,0.0,0,0.0,0,0.0,0.0,18046.0,10.0,1804.6
95560.0,227198.94,2.32,0.0,20.0,78.0,72.0,1.0,259330.0,172.0,0.0,0,570.0,1,0.0,0,0.0,0.0,276498.0,172.0,1607.546511627907
95562.0,216103.45,1.08,88.0,341.0,100.0,14.0,1.0,437164.0,545.0,0.0,0,0.0,0,0.0,0,0.0,0.0,497510.0,562.0,885.2491103202847
95563.0,238180.89,2.72,17.0,0.0,4.0,69.0,23.0,187488.0,114.0,0.0,0,0.0,0,0.0,0,0.0,0.0,201096.0,110.0,1828.1454545454546
95564.0,209348.92,1.04,8.0,11.0,5.0,2.0,0.0,17988.0,26.0,0.0,0,0.0,0,0.0,0,0.0,0.0,20147.0,26.0,774.8846153846154
95565.0,198325.19,1.62,1.0,37.0,44.0,6.0,0.0,73928.0,88.0,0.0,0,0.0,0,0.0,0,0.0,0.0,96619.0,103.0,938.0485436893204
95567.0,304341.65,1.09,63.0,129.0,56.0,16.0,0.0,284428.0,264.0,0.0,0,0.0,0,0.0,0,0.0,0.0,326621.0,267.0,1223.2996254681648
95568.0,238663.92,2.32,0.0,0.0,5.0,2.0,0.0,10463.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0.0,13711.0,7.0,1958.7142857142858
95569.0,221634.78,1.6,2.0,12.0,10.0,5.0,0.0,33146.0,30.0,0.0,0,0.0,0,0.0,0,0.0,0.0,36908.0,31.0,1190.5806451612902
95570.0,298754.23,1.54,49.0,186.0,220.0,50.0,0.0,639938.0,506.0,0.0,0,0.0,0,0.0,0,0.0,0.0,728095.0,510.0,1427.637254901961
95571.0,219638.3,2.5,0.0,2.0,12.0,18.0,0.0,35435.0,32.0,0.0,0,0.0,0,0.0,0,0.0,0.0,40854.0,32.0,1276.6875
95573.0,231601.45,2.3,1.0,62.0,101.0,124.0,15.0,394293.0,302.0,0.0,0,50619.0,2,0.0,0,0.0,0.0,453121.0,297.0,1525.6599326599326
95585.0,257837.61,2.42,0.0,1.0,14.0,8.0,2.0,44515.0,25.0,0.0,0,0.0,0,0.0,0,0.0,0.0,51113.0,26.0,1965.8846153846155
95587.0,219141.67,2.63,0.0,0.0,7.0,12.0,0.0,39259.0,19.0,0.0,0,0.0,0,0.0,0,0.0,0.0,43149.0,18.0,2397.1666666666665
95589.0,289529.33,2.1,17.0,42.0,169.0,94.0,7.0,458427.0,329.0,0.0,0,0.0,0,0.0,0,0.0,0.0,533181.0,342.0,1559.0087719298247
95595.0,222565.57,2.53,0.0,2.0,1.0,8.0,0.0,27922.0,11.0,0.0,0,0.0,0,0.0,0,5087.0,1.0,20961.0,7.0,2994.4285714285716
95601.0,312214.99,1.55,5.0,26.0,19.0,10.0,0.0,94919.0,60.0,0.0,0,0.0,0,0.0,0,0.0,0.0,126386.0,72.0,1755.361111111111
95602.0,357176.39,2.18,176.0,884.0,1016.0,1257.4299999999985,177.82999999999993,5304180.0,3789.0,41225.0,1,233540.0,5,9398.0,1,0.0,0.0,6091240.0,3837.0,1587.5006515506907
95603.0,331087.74,1.68,571.0,1700.0,1372.7499999999982,1097.0,71.0,6484131.0,5031.0,11914.0,1,253456.0,2,4701.0,1,5908.0,1.0,7423398.0,5227.0,1420.202410560551
95605.0,222049.78,0.25,952.0,313.0,0.0,0.0,0.0,988657.0,1265.0,0.0,0,187955.0,2,0.0,0,0.0,0.0,1078894.0,1276.0,845.5282131661442
95606.0,311813.52,0.89,4.0,11.0,2.0,0.0,0.0,20834.0,17.0,0.0,0,0.0,0,0.0,0,0.0,0.0,25814.0,18.0,1434.111111111111
